iso3,year,hale
ZMB,2018,54.66294495
AGO,2018,53.01917988
BFA,2019,54.95706515
ZMB,2011,49.30612547
BWA,2014,53.23328369
CAF,2004,39.48166469
MDG,2019,56.23068761
SYC,2003,66.53686912
RWA,2000,41.50664203
COG,2014,52.92880062
TCD,2013,50.04036676
SWZ,2017,44.98950593
ZAF,2009,48.45015919
EGY,2010,60.22168156
LBR,2004,48.51721593
DZA,2017,66.05633785
BDI,2015,54.73741688
KEN,2008,52.78617571
SWZ,2019,50.88384506
SLE,2003,45.06799111
NGA,2009,51.62370413
LSO,2002,40.31562795
MRT,2012,59.6213707
MRT,2009,58.72106081
KEN,2017,57.50908474
COD,2008,49.01723068
NAM,2021,50.99950521
RWA,2021,58.71232412
COM,2018,59.8425183
MDG,2007,53.78908864
TZA,2020,59.13621345
LBY,2021,61.6627137
CAF,2002,39.33966066
TCD,2007,46.53957385
GAB,2008,52.40487024
LBR,2008,50.72862379
GAB,2003,50.39600731
CPV,2002,64.78690821
UGA,2011,54.23054259
STP,2002,56.82193504
CPV,2007,65.70566686
GNQ,2000,45.93579014
SOM,2014,45.47563765
MUS,2014,62.44416626
MLI,2008,50.21739878
ZMB,2010,48.78902145
SLE,2015,49.56256043
MWI,2000,38.92534977
TZA,2002,47.39312935
SDN,2019,60.11280371
BDI,2017,55.61667743
NER,2017,52.65423779
TUN,2012,66.690517
LBR,2001,45.94426522
RWA,2019,58.14966349
RWA,2014,58.05217521
EGY,2013,60.57606949
SSD,2018,51.83216
DJI,2002,51.68672043
GIN,2008,50.36385361
RWA,2017,58.78482298
LBR,2014,48.69705275
MLI,2007,49.15113829
CMR,2006,47.31079294
BDI,2017,54.4846784
SSD,2000,44.61005255
CIV,2009,50.84920549
TZA,2021,58.30716824
SWZ,2004,36.7680745
ETH,2016,59.67152091
GNQ,2010,53.12295233
MUS,2020,62.02844583
NER,2009,50.8328112
SYC,2021,64.72145007
DZA,2015,65.83857445
ZAF,2021,52.75708232
BFA,2010,51.21841004
NGA,2019,54.95370169
ERI,2008,54.36032288
DJI,2004,52.58421196
LBY,2019,62.73251578
ETH,2018,58.85492922
CAF,2019,45.97230527
MLI,2004,48.2783516
COG,2005,49.18553865
NER,2018,53.03744245
ERI,2003,52.34562476
CPV,2004,65.13838296
SYC,2017,66.36341415
LSO,2017,46.17891082
LSO,2016,45.13137322
COM,2016,59.55064597
SLE,2013,49.77921989
SSD,2008,50.2327302
UGA,2000,43.43951819
NGA,2010,52.06666039
COD,2019,53.50114488
GNB,2005,45.91327364
GHA,2010,54.35225484
CPV,2012,66.43741849
SOM,2013,46.30964447
GIN,2007,50.02509764
BWA,2007,49.64336561
GNB,2004,46.57025747
LBR,2020,53.51598759
GNB,2010,47.61794104
BEN,2015,55.55618413
COM,2004,56.17561744
MLI,2021,53.10895095
TZA,2016,57.31818708
MAR,2007,61.79491119
TZA,2015,57.41852666
BWA,2005,47.58273925
BDI,2011,52.65954088
MAR,2018,63.48830859
NAM,2013,54.11986106
CPV,2003,64.97967503
SWZ,2020,48.74466818
ETH,2000,43.84425255
SLE,2004,44.4410007
TCD,2020,51.15812856
MWI,2016,54.59109049
GHA,2013,56.98031683
STP,2008,59.27330849
BFA,2007,48.64664427
GAB,2012,53.68557246
LBY,2001,63.99109519
SEN,2003,52.84384043
LBY,2015,62.73375223
ETH,2011,55.31759494
BEN,2011,53.49516066
DZA,2012,65.50732171
MOZ,2005,45.67630116
GNB,2002,43.67767725
ZWE,2004,40.36179344
COG,2004,49.17717391
CMR,2017,52.48114259
LBR,2017,53.32797123
DJI,2011,54.9337524
RWA,2020,58.50460386
ZAF,2021,53.79634979
COG,2010,52.75414355
COM,2006,56.5731539
MOZ,2005,43.96035229
STP,2019,62.80270775
CAF,2008,42.84395289
COG,2003,46.70385245
ZAF,2012,50.78840029
KEN,2000,47.15358429
GNB,2021,52.58544933
CPV,2015,66.60618222
ERI,2021,57.18324025
AGO,2019,55.39973017
COD,2017,51.64619418
ZAF,2013,53.26840623
DJI,2006,53.00593335
TUN,2009,66.42690264
CIV,2000,43.96984968
SDN,2002,54.7524185
SYC,2011,64.5611457
DZA,2003,63.60124015
EGY,2009,61.10921629
MDG,2005,53.11845451
TUN,2006,66.20260969
LBR,2013,52.28915985
ZMB,2019,52.66856462
GAB,2019,57.56375199
NGA,2018,54.4738699
SDN,2010,57.88956905
GIN,2017,52.89058152
NGA,2020,54.54076277
ZMB,2017,53.41062819
MRT,2006,57.43828871
SOM,2016,46.21254761
LBY,2018,63.38910638
COD,2014,50.5763401
ERI,2007,54.02126
BEN,2020,56.06610517
SDN,2021,58.52896646
TCD,2016,50.48335755
GNB,2004,45.50201637
MAR,2004,60.780988
GNB,2019,51.80932556
GMB,2001,51.48904622
TZA,2021,58.07286825
SSD,2006,49.04672278
KEN,2010,53.04986955
CIV,2005,47.83409205
STP,2021,62.26542388
COM,2014,58.89284975
GAB,2000,49.5704471
ETH,2002,47.055111
TUN,2000,63.55123326
MLI,2021,53.55714781
SSD,2003,45.96089707
ERI,2007,51.58407401
STP,2020,62.51930447
MDG,2008,54.41648326
ZMB,2005,44.37711658
UGA,2020,59.66402948
DZA,2008,64.86773633
KEN,2007,51.24855397
ZMB,2002,40.09132836
NGA,2014,53.29095432
MLI,2003,46.88863528
CPV,2014,66.67357792
TGO,2002,48.60182423
STP,2015,62.10020398
SDN,2006,56.49565123
CIV,2001,44.81735508
CMR,2020,55.20058534
SLE,2009,47.26800699
GMB,2008,53.48896749
TCD,2005,45.65673469
DJI,2007,53.07983795
DZA,2009,64.40344422
TZA,2010,53.77647654
ERI,2014,52.11246457
KEN,2020,58.37011157
EGY,2011,60.25567185
SDN,2013,58.63065702
GAB,2016,55.75626379
MWI,2003,41.41332899
COD,2007,47.98274675
TCD,2011,48.44538987
MWI,2010,50.94378697
SYC,2002,63.70538315
CIV,2008,50.37733348
CAF,2005,40.57446653
MRT,2020,61.05903436
MLI,2011,50.93937515
MUS,2006,63.02070783
CPV,2004,60.81312353
ETH,2005,49.98249367
TUN,2004,65.93250417
SOM,2011,37.75960872
EGY,2008,62.04085751
TUN,2020,66.2405825
AGO,2015,53.49860069
DJI,2018,58.03415954
DJI,2007,54.30194779
MDG,2007,54.0516345
MAR,2001,61.30445137
CIV,2011,50.20756319
TGO,2015,55.05854475
SDN,2020,59.16577302
ERI,2012,53.45683915
SYC,2016,62.48349056
CPV,2020,61.67532353
CMR,2015,51.07009408
SSD,2016,50.10679303
GMB,2009,54.10425023
DZA,2003,63.92286126
CPV,2017,65.31105383
NAM,2016,56.08022042
COD,2008,48.39152761
TUN,2017,67.07488131
MOZ,2003,43.55375136
CMR,2012,50.02965954
COD,2018,52.13515214
TUN,2010,65.76730257
BEN,2002,50.46726855
ETH,2003,47.96498165
ZMB,2015,52.65751174
KEN,2021,59.19442616
GNQ,2001,47.73578264
CMR,2008,48.95510669
UGA,2002,44.01737369
GMB,2013,55.62163985
MLI,2007,49.76898107
KEN,2019,57.1196694
CPV,2016,65.25567881
BDI,2021,55.84413911
BWA,2013,51.66042254
BWA,2008,47.78400493
MAR,2003,60.67580152
NAM,2004,46.58528212
COM,2002,55.24746773
CPV,2000,60.21795398
SEN,2014,58.33150255
BDI,2012,54.15135026
SOM,2009,43.30816797
ERI,2007,49.27091183
ZWE,2017,52.19289847
TUN,2020,65.6443338
BWA,2013,53.46688871
TGO,2010,51.02727039
EGY,2018,63.15712173
SSD,2013,51.9682456
ZWE,2006,41.16225673
SYC,2006,61.42063907
ZMB,2014,52.25649549
SDN,2003,55.1347936
CMR,2008,48.63104318
DZA,2016,65.98024783
SDN,2011,57.959488
COD,2011,49.25742689
SEN,2008,56.50425265
CMR,2016,52.32408036
SEN,2003,53.16889064
SOM,2015,45.88934985
UGA,2020,57.68586334
SLE,2012,49.09399327
NAM,2016,52.4308749
CIV,2004,45.46348778
ETH,2009,54.76929165
DZA,2018,66.96016512
GHA,2011,53.91490889
LSO,2010,40.75762813
CAF,2015,44.28999955
CMR,2010,49.34904623
DJI,2003,51.85941557
ERI,2004,50.15718617
BFA,2019,56.08566712
SLE,2017,51.57863556
CMR,2004,46.90690808
AGO,2010,50.36859207
COM,2007,56.6693042
TUN,2013,65.38904416
GMB,2017,56.10230417
GAB,2021,55.26731619
GMB,2002,52.19922178
GAB,2020,55.36814385
BWA,2014,52.36042225
SYC,2018,62.49041293
SDN,2011,58.12732762
DJI,2016,56.0954336
SSD,2019,49.89803232
CPV,2019,67.0604526
MOZ,2009,47.19505585
BFA,2019,53.77537957
DJI,2019,57.61308429
CAF,2006,39.93658301
SEN,2016,59.21163129
CAF,2003,38.83865257
ZAF,2016,54.74947162
CAF,2012,43.30782343
GIN,2005,49.4079211
EGY,2020,61.849517
RWA,2013,58.47513277
MOZ,2016,50.59432962
GMB,2019,56.30803239
MAR,2006,61.64298152
ZMB,2010,49.92398062
BDI,2001,41.57557598
TCD,2012,49.68837595
DJI,2004,52.00095698
TCD,2003,44.93865374
CPV,2017,66.73199218
NAM,2010,54.74304581
CAF,2005,39.54750179
BFA,2001,44.82681252
MWI,2017,56.44969428
TUN,2007,65.45801584
LSO,2000,43.29174969
TUN,2018,66.47597173
SWZ,2000,41.41587052
MUS,2015,64.31887432
CIV,2002,45.09539083
BFA,2006,49.59156225
GNQ,2009,51.82472199
ZMB,2018,53.54286138
CPV,2007,63.919721
STP,2018,62.64911064
MLI,2006,49.22795004
MAR,2017,63.42348432
GIN,2000,47.43346882
MAR,2021,62.8192999
MWI,2020,55.70998006
COD,2021,53.20515661
LBY,2021,62.45618852
KEN,2008,51.42282953
GIN,2003,48.70034045
EGY,2019,61.65631069
SDN,2018,60.06541967
TCD,2015,50.39477229
LBY,2009,64.08836026
KEN,2014,54.64080083
ETH,2005,49.75396937
SOM,2021,46.23435368
GNB,2014,48.92372099
GIN,2005,49.543375
MRT,2011,61.4275749
MLI,2018,53.39090323
MOZ,2014,46.55344889
GHA,2020,58.02110423
TCD,2003,45.37252353
CPV,2005,65.37255457
STP,2011,60.77146973
GNB,2021,51.45036507
CAF,2015,43.13197366
GHA,2015,55.40691892
CMR,2011,49.75203426
GHA,2019,57.94305064
CMR,2014,51.14136192
TZA,2017,57.62930057
MWI,2000,39.21935137
TUN,2004,65.04247304
MRT,2020,60.12384081
MWI,2007,45.63532027
RWA,2021,57.88316157
SEN,2012,57.38725791
SYC,2006,63.89835998
TGO,2015,53.03079882
CAF,2014,42.78043036
SYC,2016,66.38488118
MWI,2002,40.41533698
DZA,2011,65.35785983
SWZ,2007,38.47227093
BFA,2004,47.39050562
GAB,2012,55.10598141
GNQ,2004,48.5043656
MUS,2002,62.56922125
TGO,2010,52.58593875
ZWE,2010,45.31472879
MWI,2013,53.13317476
CAF,2007,41.918019
SEN,2013,57.73187721
ZMB,2012,49.93583898
LBY,2009,64.00008209
SSD,2019,50.95647471
NER,2005,47.82654004
NER,2021,52.43441274
GIN,2008,50.35071657
SDN,2007,56.90117492
BFA,2004,48.06549348
BEN,2010,52.35667142
ZWE,2007,41.89404164
TUN,2008,64.92780623
RWA,2016,58.54677594
GMB,2014,55.19173216
BFA,2008,49.23614168
COM,2005,56.33533501
CMR,2005,47.41892564
LSO,2011,44.80618404
TCD,2018,51.7847112
MAR,2010,63.05135044
MUS,2011,63.88767844
DJI,2001,51.63083287
MOZ,2002,43.24234647
SLE,2015,49.64557704
SWZ,2005,37.41384324
COD,2011,49.92491032
NGA,2013,53.30546147
MUS,2010,65.76976395
SWZ,2009,38.43930607
MWI,2011,52.13096237
COG,2012,53.29986936
COM,2003,55.88015101
EGY,2016,61.85872841
ETH,2020,60.63566581
BWA,2010,50.07797958
TCD,2019,51.7750884
BEN,2009,53.80004786
COG,2007,51.83881045
ZMB,2021,52.97009434
MRT,2014,59.86960051
SWZ,2010,39.36881126
SEN,2000,50.9548744
RWA,2015,57.38120436
COG,2002,47.4991436
MAR,2020,62.08906222
MWI,2012,50.88230701
GHA,2017,56.02266334
CPV,2001,60.45372048
ZMB,2020,55.00799571
UGA,2006,47.33743705
GIN,2015,51.88289177
AGO,2000,41.31908924
KEN,2013,55.35962981
LSO,2013,42.66832079
SLE,2004,45.25128636
SEN,2002,51.53861457
ERI,2018,55.40494656
NER,2014,52.16697536
SSD,2007,49.64061473
DZA,2010,66.0055546
BWA,2010,49.20151194
MUS,2013,62.26566228
BDI,2003,41.79675643
NER,2002,45.5864795
ZMB,2021,53.92489394
NAM,2011,55.44184345
GAB,2003,50.68426014
CPV,2014,63.62468305
SEN,2006,54.81079452
GIN,2010,50.97591393
CPV,2000,62.4373487
RWA,2000,40.03365465
GIN,2017,52.76736394
NER,2014,51.97681471
SOM,2016,47.58295501
UGA,2008,51.54197011
COD,2016,52.24641076
SYC,2017,62.50832954
MWI,2008,48.43520333
LBY,2013,64.06337146
EGY,2015,60.51250849
GIN,2012,51.53863423
MOZ,2010,45.20816312
MRT,2009,60.81045528
BDI,2019,56.2073357
ZWE,2005,40.56152248
TCD,2009,48.01678503
TCD,2010,48.47130175
CIV,2016,52.72973965
CIV,2012,50.1266642
COG,2013,54.27211493
ETH,2016,58.85858138
GNB,2005,46.96659451
GAB,2021,57.44189729
CPV,2007,61.93964867
EGY,2019,62.51960396
KEN,2016,55.86001293
SSD,2011,51.67738131
GIN,2017,52.65789484
MWI,2002,40.53004062
BFA,2011,50.53449293
KEN,2017,58.72135702
MUS,2015,66.14273254
ERI,2017,53.13874306
COM,2018,59.99546401
CIV,2001,45.68048006
TZA,2005,49.41822612
MWI,2012,53.45733067
DZA,2020,64.53930584
DJI,2020,57.39405398
EGY,2001,61.32908581
MWI,2020,57.04498575
GNQ,2009,50.93071576
GAB,2014,55.32160814
SEN,2004,53.52492769
AGO,2006,46.05597835
NGA,2017,54.17267199
MOZ,2020,49.45079995
GNB,2007,46.99556584
ERI,2005,50.56105252
CPV,2010,64.54708586
STP,2001,56.49113557
MLI,2009,50.70002629
MDG,2015,55.9203742
TGO,2004,50.32447103
MDG,2021,55.18972646
CAF,2011,42.99058628
CAF,2003,39.12704387
GNB,2017,52.23500048
DZA,2010,65.22624493
UGA,2017,54.66379873
ZAF,2019,57.72860198
AGO,2020,55.45256853
MRT,2019,62.48887479
BEN,2005,50.75049174
GIN,2001,47.80147576
MDG,2008,54.20615932
SWZ,2002,38.05198647
BWA,2014,54.03198674
ZWE,2021,50.1810262
MAR,2002,61.10275701
CAF,2015,45.65064296
SWZ,2003,38.37078082
UGA,2009,52.5778692
GMB,2008,53.60345252
TGO,2020,54.91622881
SWZ,2012,41.3548239
COD,2009,49.55870072
SYC,2008,66.43548157
BWA,2021,52.26901048
MLI,2001,46.54001137
NER,2009,50.58509996
KEN,2010,54.39842399
ZWE,2005,40.70671013
ZAF,2000,49.40035764
SEN,2016,59.0163815
SLE,2002,43.88503036
GMB,2016,55.63011253
ERI,2000,50.89094633
BEN,2003,50.04624343
COD,2020,54.73620344
COG,2016,55.12428121
BDI,2020,55.23407602
MAR,2009,62.24419256
COG,2002,46.8623953
BWA,2003,43.00566255
GHA,2013,54.72145895
GAB,2015,54.48498569
BWA,2011,49.77508194
RWA,2009,54.6732986
BFA,2008,50.97893288
NER,2005,48.02565611
ZAF,2018,57.34303467
ETH,2006,50.94521293
CAF,2016,43.35621202
SYC,2007,61.67710357
BEN,2013,55.0260228
MUS,2006,64.90891649
ZWE,2015,50.51099991
RWA,2018,59.78837256
EGY,2003,61.29726382
LBR,2010,52.24885937
MAR,2020,62.38086268
COM,2018,59.69326517
NGA,2018,54.6540308
SDN,2019,60.25570093
GAB,2010,53.50988277
GNQ,2012,52.08502327
CIV,2018,56.18005281
AGO,2007,48.04794308
GNB,2000,45.18730143
NGA,2006,50.00572132
DJI,2000,51.59311424
CPV,2013,66.63574427
DJI,2008,53.4389896
EGY,2014,61.6640754
MWI,2000,39.00917863
GAB,2021,56.25886929
MAR,2008,61.41655667
SDN,2009,57.45458725
GAB,2020,57.66268537
BDI,2002,42.58112133
SSD,2004,46.79309993
DZA,2014,66.62753338
SYC,2002,61.00731415
COM,2000,54.39119308
GNB,2007,47.9575506
AGO,2012,51.67331406
CMR,2007,47.72186599
DZA,2013,65.62899419
NER,2008,50.34875896
SWZ,2018,45.788996
RWA,2010,56.55007919
DJI,2009,54.34782781
DJI,2020,58.15724768
MWI,2011,50.98246482
TUN,2003,64.87330066
CIV,2007,47.8506903
LBY,2003,63.7837625
SEN,2008,55.76696399
BWA,2021,53.10367193
MRT,2004,57.31483743
GNQ,2021,53.25633064
SEN,2009,56.24330598
SWZ,2020,46.85909622
STP,2005,58.24763936
SLE,2018,52.13919893
TGO,2021,55.00928977
DZA,2017,65.29234325
TUN,2011,65.21549637
SEN,2009,56.60626885
COM,2011,58.11362555
TUN,2006,64.62147427
MRT,2002,55.40124545
AGO,2016,55.00757335
TZA,2003,47.89784798
GIN,2010,51.11451308
SLE,2009,47.20521411
ZAF,2007,45.85225535
EGY,2012,61.17590333
GAB,2001,49.74681077
TGO,2013,52.31853355
DJI,2015,56.96550701
NGA,2000,46.62992657
MRT,2017,61.27797086
LBR,2017,52.69473478
GHA,2010,55.31126348
CAF,2021,45.43289279
CAF,2002,38.45388666
COD,2015,51.83160494
DJI,2010,54.63179732
GMB,2004,52.28488734
BFA,2013,52.57291578
EGY,2003,59.26171504
GIN,2011,51.40161656
SSD,2002,46.1397288
SWZ,2018,50.08054511
GNB,2002,45.91965661
STP,2017,62.50149509
DJI,2001,53.08247456
CMR,2009,49.48371281
MAR,2003,61.7551185
MLI,2005,48.75973562
CMR,2009,49.1666294
EGY,2006,60.91773726
DZA,2009,65.73674317
MDG,2001,52.05986586
LBR,2014,49.73694986
ZWE,2013,48.0062148
SDN,2019,59.97923672
ETH,2018,59.60970909
COM,2007,57.04648447
NGA,2014,52.94294238
CIV,2002,45.98713984
GHA,2005,52.13075939
SWZ,2010,40.76551799
NER,2007,49.33847177
RWA,2005,49.45393816
COM,2017,59.33277612
COM,2011,57.81647363
LBR,2021,53.42761297
TZA,2014,56.96169359
MAR,2009,61.62276737
GMB,2016,55.87104033
BWA,2020,56.29608445
TCD,2002,45.10287847
LBR,2006,49.60220247
COD,2017,52.60641325
RWA,2001,42.81312145
NAM,2006,49.59538661
SDN,2008,57.24070465
TUN,2008,66.34628807
GNQ,2016,52.49982229
MLI,2020,53.45345314
BEN,2021,56.5938022
RWA,2009,55.62845353
SEN,2009,56.97254217
TUN,2015,66.89512007
MUS,2007,63.19786572
TZA,2010,54.08265365
TZA,2006,50.55332949
EGY,2005,60.87111776
AGO,2020,54.32812945
MRT,2021,59.80168641
SOM,2005,45.16388582
GIN,2011,51.26526446
UGA,2015,55.84688197
BWA,2020,55.09506801
UGA,2002,43.03194588
NAM,2000,46.7211181
BFA,2000,45.68626247
MLI,2020,53.15007186
MDG,2010,54.80866761
COG,2013,52.75296729
SOM,2009,46.16796481
ERI,2016,52.82448722
CMR,2019,54.96472627
STP,2016,62.32219989
SSD,2009,49.84973851
MAR,2007,62.40475533
MDG,2014,55.51048978
SDN,2020,59.12421478
BEN,2001,50.17139988
SDN,2009,57.56158295
MAR,2000,61.05424214
ZMB,2015,53.64110505
GNQ,2016,52.73407315
TZA,2007,51.9439819
GNB,2013,51.09965705
AGO,2007,46.92659604
NAM,2012,51.63190426
SSD,2017,49.7924725
CAF,2019,47.74824575
GHA,2006,53.66786607
NER,2016,52.3858412
ERI,2016,54.858112
LBR,2010,50.55727995
SDN,2001,54.45052907
ZMB,2015,51.55486303
MUS,2012,62.14125828
UGA,2007,50.42627297
SWZ,2008,40.218215
TGO,2014,54.68856145
TZA,2005,49.39488411
EGY,2001,59.13896048
TZA,2004,48.61547153
TZA,2009,53.35802422
MRT,2021,61.08438485
DJI,2005,52.8806216
ERI,2020,53.82498944
SSD,2001,45.48404039
STP,2010,60.42910892
CPV,2019,64.75678835
ZWE,2020,52.19894576
BEN,2016,54.90478278
GMB,2014,55.75065168
SLE,2006,45.20023252
SOM,2005,42.65833676
MDG,2011,55.33591977
COD,2006,46.87040842
BFA,2016,54.94016596
MAR,2001,60.49724051
GMB,2010,54.52875032
DJI,2015,56.29937022
TGO,2008,50.71275851
GHA,2012,54.34031896
EGY,2007,60.10433855
GNB,2011,49.11595272
ERI,2009,52.2966904
BFA,2007,50.28929586
GIN,2011,51.15426363
EGY,2009,62.09027622
BFA,2001,46.12936817
NGA,2001,46.74427454
MWI,2015,52.75771392
MAR,2018,62.91637839
MLI,2003,48.28302766
DZA,2003,63.28016406
MRT,2014,61.86619119
RWA,2017,59.61467036
DJI,2021,56.33500234
SDN,2005,56.14688318
SLE,2020,52.68410108
EGY,2010,62.09471586
BEN,2004,51.77214713
SLE,2010,47.88596827
BWA,2004,43.13085247
SLE,2020,52.64918501
COG,2000,45.84978072
MAR,2021,61.84438848
COD,2001,45.33070602
SWZ,2019,48.65202382
MDG,2011,55.05214797
COM,2019,59.44403936
GNQ,2019,53.1671455
GHA,2000,52.05485293
DZA,2012,66.32155945
TUN,2010,65.13573775
ZMB,2005,43.79955293
ZAF,2002,47.07074324
UGA,2016,58.40017106
SEN,2005,53.93447784
SWZ,2019,46.64054774
DZA,2006,63.97606158
NAM,2004,45.61107754
GMB,2021,55.84254371
CPV,2006,61.90214476
NGA,2012,52.41008587
BWA,2000,41.30771493
BFA,2012,52.11796699
SEN,2000,50.56632881
BEN,2021,54.86704055
SSD,2020,51.9609507
SLE,2013,49.74467652
EGY,2004,59.59915802
COG,2011,52.3192233
MDG,2001,51.78985757
DZA,2002,63.24433132
GAB,2013,53.88405056
SOM,2007,44.03196045
GNQ,2019,52.76160787
SDN,2007,56.9040371
ZAF,2015,55.65311465
NGA,2008,51.09274831
CMR,2014,50.54396453
SWZ,2021,49.34379264
GMB,2007,53.27172053
NER,2013,52.10403256
GHA,2011,55.94769184
TCD,2006,45.5827039
COM,2012,58.45247389
LBR,2016,52.220437
SEN,2008,56.13226963
COG,2004,48.24409164
CAF,2010,42.74297006
TGO,2006,51.00397433
STP,2021,62.44256326
MWI,2021,53.45148861
ZWE,2021,51.24891236
TCD,2005,46.50810761
COD,2011,50.61164431
NER,2013,51.9335135
CAF,2005,39.932623
LBR,2018,54.25995849
DZA,2000,62.89042908
KEN,2020,59.74404986
GHA,2016,55.70176866
MWI,2020,54.42693325
TGO,2019,55.80712266
COG,2004,47.36393002
CIV,2021,54.5798049
NAM,2012,55.91965873
CIV,2003,45.4625147
TUN,2014,66.09020411
MUS,2021,65.55587713
EGY,2004,61.59865382
MRT,2006,59.49808702
UGA,2010,52.0889511
CPV,2011,64.66629242
SYC,2000,60.90750295
GNQ,2005,48.82605222
ERI,2010,50.40250495
SLE,2003,44.12229104
NAM,2018,54.96511906
SEN,2017,59.31616584
NGA,2021,54.94979444
MWI,2002,40.73697816
BDI,2007,49.10419145
CAF,2001,38.24260452
LBY,2014,61.80000074
MDG,2018,56.16284518
MUS,2002,64.46365885
MUS,2003,64.52783804
GNQ,2002,47.57202844
LBR,2011,50.92910266
KEN,2021,57.28331604
GHA,2008,52.79984941
AGO,2005,47.27242566
TCD,2010,48.91239645
CAF,2013,41.70517317
DZA,2019,66.1377459
DZA,2012,64.77847708
BFA,2003,45.97038144
LSO,2014,40.88279837
GMB,2015,55.39592363
STP,2020,62.23196043
BEN,2019,56.83105426
STP,2013,61.45892394
COM,2008,57.41007662
MOZ,2020,52.11865138
GIN,2004,48.94909609
ERI,2012,51.27185895
NGA,2011,52.43033258
SSD,2019,52.00308451
SWZ,2007,37.845019
KEN,2001,47.1410864
NAM,2009,54.13128082
NER,2000,43.56872648
SLE,2005,44.77535341
CAF,2021,47.28854749
SLE,2012,49.14304632
DJI,2017,57.68411813
ZMB,2016,53.13472021
BFA,2018,54.75006335
MDG,2015,55.65835116
BDI,2004,44.86712906
ZWE,2011,45.81475877
GNQ,2014,53.066796
MDG,2000,51.33477994
NAM,2007,48.08900547
STP,2016,62.23393569
BEN,2018,55.53355691
DZA,2021,65.54819194
TCD,2011,48.87551706
MRT,2001,56.67577938
BDI,2016,54.08261188
ERI,2005,53.10337484
COD,2003,45.9214964
NGA,2003,47.81233174
TCD,2009,47.60659988
MOZ,2009,45.177275
TGO,2005,49.80461532
SDN,2002,55.0276623
UGA,2001,44.15788214
MUS,2001,62.40761396
BDI,2006,47.78586687
BDI,2010,52.5581933
MAR,2019,63.04346629
BWA,2012,51.84741485
CIV,2006,47.83130414
CMR,2009,48.86779226
NAM,2019,55.53160284
ZAF,2017,53.78171191
COD,2013,50.86556212
BEN,2008,51.74422667
EGY,2000,61.52486256
ZWE,2013,50.59316466
COD,2006,48.08702667
SYC,2011,62.59686213
GMB,2000,51.51229641
MUS,2019,66.11935948
TUN,2012,65.97451525
DZA,2014,64.95731878
DZA,2020,63.74279981
CAF,2013,44.30581121
MWI,2005,43.44472443
MLI,2002,47.70276006
EGY,2002,60.2818549
COG,2003,47.46811693
SWZ,2008,37.99299083
BWA,2011,51.6891966
MDG,2017,56.07367132
TUN,2019,66.6757488
GHA,2006,52.93891463
EGY,2002,61.33899363
COD,2000,45.02578431
SDN,2001,54.54317315
NER,2008,50.09598441
SSD,2003,46.7114349
STP,2018,62.77436119
CPV,2018,66.90599723
GNQ,2018,53.18111285
TCD,2008,47.83794949
KEN,2020,57.07870511
LBR,2021,54.52809062
TUN,2003,64.12169897
ERI,2015,52.44546336
NGA,2004,48.34319648
CMR,2008,48.32570869
SOM,2005,43.8536321
ZWE,2001,40.47967001
UGA,2014,57.38404623
MOZ,2014,48.97440973
LBR,2000,45.45275093
TCD,2017,51.08215565
MAR,2004,61.32172923
MUS,2005,64.7101176
DZA,2009,65.04300886
ETH,2007,52.51147343
BFA,2015,53.50154549
GIN,2018,53.02539842
CMR,2007,47.99559206
COM,2001,54.91857868
TGO,2016,54.40971347
SWZ,2012,43.05538427
NAM,2002,44.73218285
NGA,2001,47.28917444
TGO,2016,55.49907417
MDG,2002,52.22685416
GNQ,2007,50.66376684
SEN,2002,51.99575769
NER,2009,50.31564402
SEN,2013,58.19502144
TCD,2014,50.04902706
LBY,2015,61.76325958
ERI,2018,57.37086023
ERI,2004,47.77026761
LBY,2010,64.04322531
ETH,2004,48.90736067
STP,2006,58.71240747
ETH,2014,57.96437944
TCD,2001,44.38338537
RWA,2020,60.36423328
KEN,2003,47.98278024
COG,2019,54.0563836
UGA,2016,54.10236237
MWI,2005,43.5207372
NER,2000,44.15041001
LBY,2012,63.61486961
CPV,2008,64.29341904
GHA,2021,58.9131059
MRT,2007,59.91610972
ETH,2017,59.27151327
CAF,2004,40.07274828
MWI,2017,54.91824669
AGO,2016,52.47207791
LBY,2014,63.66846002
DZA,2020,64.14079841
GAB,2007,52.26823048
UGA,2004,45.02317821
TGO,2018,56.51002876
STP,2010,60.44919866
MRT,2019,61.59490029
ZMB,2010,50.94331689
ETH,2000,44.45066735
COM,2015,59.31035724
LBY,2017,63.11142666
GAB,2005,51.42437869
MRT,2007,57.88990063
MRT,2021,60.39312204
DZA,2002,63.6391884
DZA,2018,66.06299421
BEN,2014,53.38564588
LBY,2005,63.86164935
SYC,2016,64.30730371
SWZ,2004,37.1581294
AGO,2004,45.43836443
KEN,2004,48.54208284
ZAF,2017,55.45014033
ETH,2011,55.96727913
COM,2020,59.62587987
CPV,2017,63.89146437
DZA,2004,64.37406382
TUN,2017,65.66895061
SOM,2012,45.99767969
EGY,2009,60.15122326
BFA,2014,53.06243959
MOZ,2001,44.84023018
GHA,2005,53.31879596
UGA,2014,53.03547574
TUN,2014,66.82437566
SDN,2004,55.13443535
DJI,2012,55.86801463
CMR,2014,51.77712599
SSD,2002,46.87626865
ZAF,2011,51.74941978
ETH,2020,59.8004592
MLI,2016,52.35429166
MOZ,2019,50.6474368
MWI,2009,48.07972252
