iso3,year,obesity
RWA,2019,1.3551543
MRT,1997,7.5028285
ZWE,1990,1.069543
MWI,2014,2.0200137
TCD,2006,3.434721
NGA,2003,3.482667
CPV,2005,8.7767079
NGA,2022,12.356206
MLI,1991,1.4852433
TZA,1990,2.005801
GHA,1997,1.7921591
SLE,2011,8.9363426
BEN,1997,3.5626333
CAF,2009,5.145143
ZAF,2014,14.350298
AGO,2015,4.8117984
CPV,1996,6.9001079
SLE,2010,5.677221
KEN,1990,3.1798542
MRT,2002,10.363086
ZWE,2018,18.627268
BDI,2011,3.281115
LBR,2010,12.442239
SYC,2004,12.102923
SDN,1994,4.9308296
CAF,2002,4.6491142
STP,1998,8.3579205
DZA,2013,19.240724
ZWE,1991,9.8691039
TUN,2014,15.447353
NAM,2013,7.7292792
NGA,2022,16.525437
SYC,1992,22.576332
SSD,2020,10.754926
UGA,2005,0.87667322
MDG,2005,1.503837
LBY,2014,23.707546
SYC,1999,18.52424
SDN,2003,3.7387758
BDI,1993,1.0392364
AGO,2009,11.275624
STP,2015,18.44943
SYC,1991,21.927273
BWA,2013,15.032244
GMB,2022,19.968009
NER,2004,2.6646962
BWA,1992,2.1697536
MAR,2002,7.4572861
DJI,2007,8.4600292
GNQ,1998,8.4140845
GHA,2004,12.035641
SEN,2006,1.8750094
CIV,2003,5.5491142
LBR,2012,10.276173
NER,2013,4.0748402
LSO,2012,4.9740829
SYC,2002,20.311286
LBY,2015,33.512577
CIV,2019,10.361018
MUS,1993,5.0650623
NGA,1999,2.3879426
KEN,2009,10.494761
MOZ,2008,4.9437676
CMR,1990,3.1782236
COD,2012,5.7289045
SLE,1991,0.61306786
ZMB,2021,15.660021
BEN,2010,10.725933
MLI,2020,10.439663
ZWE,2011,9.7395383
GNB,2010,9.406238
ERI,1997,0.65338574
GAB,2001,10.115945
SDN,2009,10.265604
TCD,2013,4.0768795
BDI,2018,4.7318991
GMB,1991,1.6668875
MDG,2018,3.296797
MDG,1994,0.79281703
TGO,2022,17.390749
MAR,1998,14.68471
BWA,1990,1.9195072
MDG,2013,2.5198162
ETH,2019,2.3102844
LSO,2011,15.474986
SWZ,1997,13.580425
MWI,2016,5.5818748
LBR,2006,4.7629591
MAR,1998,6.2029924
TGO,2004,6.669192
GHA,1997,7.7514105
COD,1998,1.496857
MWI,2002,2.4343587
TUN,1997,14.846726
STP,2008,10.322019
GAB,2015,25.580311
NAM,2005,5.9267864
MWI,2016,2.201548
UGA,2013,4.4210281
COG,2002,8.6941697
ZAF,1991,5.9336852
CPV,2017,7.2077297
EGY,2014,27.281827
GAB,2020,29.833198
CAF,2017,4.6522755
NGA,1996,5.244194
SEN,2006,10.213907
TCD,2015,4.4115201
SOM,2016,11.333711
NAM,1990,6.0118418
SOM,1992,3.4494333
BWA,2004,11.793598
COG,2012,11.36338
BWA,2009,21.023202
NGA,2018,7.0272349
NAM,1995,11.414552
MAR,2000,6.8116792
COG,2007,6.7019939
COG,2012,3.2147314
AGO,2003,6.1658528
BEN,2003,7.9110183
GNQ,2014,5.757359
MOZ,2015,9.7574405
NER,1996,0.76043243
NER,1991,1.4190855
LBY,2016,24.672221
RWA,2015,3.011165
TZA,2010,9.9234506
TUN,2021,18.785588
DZA,1997,5.7181984
ETH,1994,0.64053559
SLE,1996,2.6878836
CIV,2002,7.31894
GNQ,2004,3.9316777
RWA,2003,1.2915592
TZA,2021,11.954055
TZA,2009,9.363959
ERI,2015,3.1640753
GNB,2005,5.786474
COD,2008,4.7556676
TGO,2016,12.816188
TZA,2021,6.0675263
GIN,1998,2.9707806
MOZ,1994,1.1688544
SEN,2005,1.7481342
SOM,2001,9.0494446
MLI,2011,6.4723171
KEN,1993,2.7000321
MAR,2015,18.180078
GIN,2011,3.7164614
CPV,1992,3.9110418
LBY,2021,45.502812
NER,1999,1.0201624
ZAF,2005,35.831657
TUN,2012,22.036463
COM,2003,6.862402
LBR,2002,7.7646896
BEN,1995,3.0450171
SWZ,2012,9.1552585
BFA,2000,1.4489722
SEN,2008,2.1168765
COG,2012,7.3617645
GMB,2008,7.5775355
ZWE,2008,8.8257164
CIV,2017,9.6222498
EGY,2003,40.117607
COG,1996,1.6983999
GIN,1992,1.4145377
BWA,2018,25.17249
LSO,2007,22.549281
TGO,2012,10.547464
LBR,2007,10.696977
ETH,1996,0.25833042
TUN,1999,22.935335
MOZ,2018,8.311975
CIV,2018,6.5052576
BDI,1997,1.3011599
SWZ,1991,10.404057
DJI,1998,1.5720328
TCD,1994,1.1483127
LBY,1998,32.74143
COD,1997,1.4091508
SEN,1996,0.80645047
DJI,2019,9.8454639
LBY,1997,14.360765
COM,2001,6.0701486
KEN,2001,6.5004155
MOZ,1990,2.3481727
STP,2017,7.8811765
STP,1995,2.2922918
TZA,1996,4.0130723
MRT,1990,7.7267028
AGO,2002,2.9476121
LBR,2001,3.1965703
DZA,2010,25.518778
TUN,2000,8.7946728
SWZ,2010,21.979542
COM,2020,7.1241833
ZMB,1997,3.0985709
KEN,2008,6.7321517
GHA,2008,9.2312925
CPV,1999,8.4374063
GMB,1990,2.3646416
CAF,1997,2.4412232
GIN,2001,3.8098708
BFA,1995,0.58635767
LBR,1990,2.2105053
MUS,2019,24.133417
SEN,2001,1.2635185
ETH,1997,0.27377089
MUS,2001,7.8614101
ERI,2003,0.92566926
UGA,2001,0.65403888
SDN,2020,15.65472
MAR,1994,5.1284172
BFA,2012,3.7042722
RWA,1994,0.29207249
CIV,1998,3.9178625
BDI,2015,3.419105
MOZ,1994,2.095956
EGY,2015,39.647537
NAM,2000,9.8228708
EGY,2018,29.434446
GAB,2006,6.7777216
GNQ,2017,15.516871
STP,1993,4.011254
SYC,1991,5.228243
MOZ,2017,7.8880847
SSD,2013,5.5506684
EGY,2004,41.14418
LBY,2009,30.423114
TCD,1996,1.3561734
GNB,2000,2.5621887
LSO,1991,13.703494
GHA,1993,5.8393311
MRT,2008,22.085929
GAB,2009,21.0142
SOM,2014,3.6174837
BWA,2000,15.479912
MAR,2017,26.409605
MWI,2005,4.4211201
MOZ,2004,2.1623662
LBY,2015,42.73105
SLE,1996,4.2786527
TCD,2019,6.4956754
LSO,2022,20.998225
CAF,1995,1.4759596
COD,1998,2.5717422
ZAF,2002,11.731656
ZAF,1999,10.084536
NAM,2004,16.532969
TZA,2012,11.10008
MRT,2007,13.529409
ZAF,2009,14.463656
GMB,2019,12.977329
BEN,2000,4.4952791
MOZ,1999,2.8385408
GHA,2014,10.671166
DZA,2000,13.436177
CAF,2000,4.0483311
ZAF,2016,29.387876
LSO,2005,12.914479
MRT,2018,19.800936
NER,2020,3.8730986
STP,1991,1.6829139
GIN,2019,5.0914418
MWI,2005,1.3981896
MOZ,1991,2.469304
KEN,2016,9.6398227
ZAF,2011,39.749631
SSD,2018,7.0818573
COM,2019,14.373326
DJI,2007,2.6688315
GNQ,2000,15.303339
MUS,2015,22.734694
DJI,2022,6.1037891
DJI,2017,13.269246
ERI,2022,4.8325729
GAB,1990,8.1516765
ZWE,2012,10.065372
LBY,2008,20.77588
ZWE,2010,14.772862
SSD,2009,4.6251509
CIV,1995,4.5699567
DZA,1993,10.806754
NAM,2006,17.506115
MOZ,2006,2.4404872
MRT,2018,7.6359496
CMR,2014,16.717641
TCD,2017,5.3779185
SLE,2000,1.4333976
GNQ,2008,12.631866
BFA,1998,0.76804338
SEN,1992,4.3993007
GMB,2020,13.604626
DZA,2015,28.290349
CIV,1993,1.5623396
MOZ,1997,3.4370568
UGA,2005,2.7456522
BWA,2014,23.291378
TZA,2004,6.8521731
MLI,2016,7.6948918
ERI,1995,1.1724809
CAF,2001,3.2221254
GHA,2011,4.1275624
RWA,2020,1.4748799
MAR,1995,13.359541
GIN,2008,6.2136665
BFA,2017,2.9948466
GIN,2015,8.8653326
TUN,2019,32.493055
COM,2011,4.5280267
GIN,2022,12.734009
TUN,2007,12.140953
MLI,2001,3.4692429
MRT,1997,12.215692
RWA,2022,7.7457666
NGA,2000,2.6365232
EGY,2008,34.418836
KEN,1992,2.5420491
LSO,1994,1.8668685
KEN,2022,12.410276
NAM,2010,7.1345858
DZA,2019,14.176367
MRT,2016,18.489343
UGA,2008,1.1004372
COM,2002,2.8880972
CMR,2009,14.708185
ETH,2011,0.56310813
BWA,2004,4.3556482
KEN,2019,10.942467
AGO,1999,2.4965269
SEN,1990,0.47950302
STP,2007,9.8979026
LSO,2000,18.108249
ZMB,2013,7.1706749
DZA,1995,11.490971
GIN,2014,4.1301955
SWZ,2017,39.629003
COD,1997,1.9252723
UGA,2010,1.2812239
GHA,2001,2.4885343
GMB,2016,15.375553
MRT,1998,13.030156
TCD,2020,6.11021
EGY,2000,27.844524
GMB,2022,14.932996
LBY,2000,34.206024
TGO,1993,0.96574659
MOZ,2017,4.4834312
SWZ,2012,23.180065
LBR,2014,7.4516051
DJI,1995,2.910658
UGA,2019,6.4514853
CIV,2000,4.5387909
BEN,1994,4.0524915
LSO,1993,14.521258
LSO,1991,1.5771642
BWA,2012,22.408436
BEN,1996,3.2933787
COD,2015,3.1923223
BDI,2000,1.5583701
LBR,1995,1.9196412
RWA,2007,0.63142665
KEN,2011,11.588831
SDN,2020,21.002451
GMB,2017,11.81039
AGO,2005,6.7420311
LBR,1997,2.2687791
CIV,2015,8.9751862
MOZ,1999,3.9004862
GIN,2005,2.7023725
SWZ,1994,3.5475764
CMR,2008,6.7141503
ERI,2010,2.3766637
GMB,1996,1.2233067
LBY,1995,13.244194
ZMB,2021,10.544077
SSD,2020,7.8027949
MRT,2009,14.638069
GNB,2016,11.715775
SWZ,2021,43.025699
BDI,2019,4.2229492
MAR,2011,10.281181
GIN,2002,2.1522747
MLI,2017,7.9928964
UGA,2021,7.3803574
MRT,1992,1.7417092
SWZ,2002,5.5640571
BFA,2014,2.5669888
BFA,2020,8.1887752
BFA,2009,3.0886631
ZWE,2012,15.627314
GAB,2016,26.395437
RWA,1999,0.39006495
DZA,2012,18.755415
MDG,2010,2.0249838
KEN,1999,3.9434612
NAM,2017,8.6419709
MOZ,2000,1.6852647
COG,2009,10.854647
RWA,2001,0.44054883
SSD,2002,4.4260208
MOZ,1992,1.8792855
NGA,1996,1.7557636
STP,2018,14.266124
BEN,2001,2.4762323
MOZ,2002,4.7393952
SLE,2015,6.0945209
GAB,2000,13.978842
KEN,2022,6.0388699
MRT,2010,15.159988
SYC,2007,13.811186
GHA,2015,4.3563344
CIV,1994,2.9044271
UGA,2004,2.5761275
ZMB,2001,5.7127714
SEN,2018,8.991199
AGO,2010,8.0547146
TCD,2019,5.2564047
EGY,2020,55.563647
SDN,2001,10.737238
NGA,2002,3.1862702
SEN,2008,10.912681
BDI,2021,3.8535565
COG,2008,2.9250957
GNB,1995,2.7908223
DJI,2008,2.812236
MWI,2022,7.7355236
ETH,2015,1.7799549
LBY,2007,29.347777
ETH,1990,0.51761647
SWZ,2007,20.131856
ZMB,2011,2.6580915
STP,2009,15.202475
ZWE,2006,8.2676142
STP,2010,11.105659
MDG,2002,1.2380579
GMB,1999,5.303821
TCD,1997,1.6975405
MAR,1992,8.5223123
DJI,2021,10.821863
SLE,2016,9.8460697
SOM,1999,8.101932
COM,2016,5.7071015
SSD,1999,1.4892642
CPV,1991,1.847945
KEN,1992,3.5924837
CMR,2010,15.153158
CPV,2015,12.41436
DJI,2011,3.2534171
LSO,2016,17.684132
GHA,2010,9.7868018
MOZ,2021,9.7347498
UGA,2017,8.5943714
KEN,2014,13.31556
DZA,2019,30.593506
LBY,2013,41.711569
BEN,1999,2.1035617
SSD,2000,2.861264
LSO,1992,8.1014737
ZWE,2014,16.553345
CIV,2013,5.5410001
ETH,2016,1.8981637
SSD,1992,1.8371057
GMB,2018,12.379913
CIV,1996,3.3721473
EGY,2010,25.000328
GAB,2010,21.76834
MDG,1997,0.9407117
COG,1999,7.493379
TGO,2002,5.7253599
CMR,2007,13.686994
NGA,2013,8.9344248
SYC,2004,21.485735
CPV,2019,14.193656
SOM,2020,5.1187858
SLE,1992,3.2183677
ZMB,1994,3.9273713
SOM,2021,14.010936
COM,2008,13.750961
CAF,1996,3.0404897
CPV,2000,9.0082422
SDN,2022,11.357785
SOM,2020,21.311021
MUS,2020,18.532643
MUS,2014,11.162496
GHA,2012,4.1860975
COM,2018,21.174109
CPV,2005,4.9166158
MWI,2000,3.0766428
LBR,1992,2.5864542
SLE,1999,5.2829869
KEN,1996,3.2475106
SLE,2009,5.5688307
STP,2021,15.869707
LBR,2006,10.101727
MWI,2011,4.2598635
ZMB,1998,3.2757737
SEN,1997,6.230722
SWZ,2001,5.2602496
EGY,2012,37.434924
CIV,1992,2.5038611
CPV,1993,2.1347677
ZWE,2021,5.1341351
STP,2021,22.52274
MDG,2009,1.9153323
NAM,2011,19.316658
MAR,1998,10.51335
NGA,1992,4.0443927
MDG,2002,1.270273
CPV,2016,18.367036
GAB,2004,11.689519
AGO,1993,3.6028728
STP,1991,5.1663805
COD,1992,1.7498424
UGA,2002,3.5931025
SLE,2004,7.1328007
UGA,1999,0.56981039
ZWE,2007,13.594584
MAR,2002,16.736823
TZA,2004,4.7526527
ETH,1996,0.49802787
TGO,2000,3.3201709
TCD,1997,1.4767622
SLE,2005,2.0737993
CIV,1994,4.2626206
MAR,2011,21.995489
AGO,2007,3.7404597
EGY,2007,33.657202
GIN,1994,1.1007253
TUN,2019,17.836267
MOZ,2018,4.7752909
GIN,2010,3.5731126
SLE,2022,2.6827548
NGA,2001,5.0678544
STP,2003,4.2599458
SDN,1991,4.2609815
GNB,1990,1.9075025
UGA,2003,3.8380403
BEN,1990,1.0276536
MDG,2009,1.9637931
SSD,2018,9.8269328
CAF,1998,1.7774578
SSD,2008,2.4698829
BFA,2004,1.3444078
SDN,2001,3.3170827
MUS,2022,19.228634
DJI,2001,4.0700749
SWZ,2008,31.780136
ZMB,1996,1.1119521
CAF,2006,4.4044837
ETH,2017,3.2451555
KEN,2001,2.3011144
MWI,1994,0.75151096
GNB,2017,6.1189175
AGO,1991,3.2142587
GIN,1995,2.3217717
MWI,2002,3.5667188
CIV,2007,4.4734389
BDI,2001,1.9087134
MAR,2014,11.114524
ZAF,2012,14.51955
SEN,2004,1.6210234
GMB,2001,4.3136381
BDI,1991,1.0601411
SDN,2015,7.2245389
TGO,1999,3.0506331
CAF,1995,2.8345482
NGA,1997,3.786948
LBR,1991,3.3295602
NGA,2016,9.8654822
BDI,2018,3.9954331
SDN,2004,3.9684676
CAF,2009,3.2921709
COG,2022,4.1912563
ZMB,2008,5.6634899
MRT,2012,16.192877
SYC,1991,13.749185
SDN,2010,15.418291
BFA,2011,4.6448942
AGO,2006,7.0219688
BFA,2003,2.5285197
CIV,2009,7.431408
AGO,2016,9.5323823
MLI,1995,2.2656843
TCD,2006,2.9740686
LSO,2010,15.057442
EGY,1992,13.654968
KEN,2017,10.059517
CMR,1998,5.8351997
DJI,2012,3.4104399
LBR,2008,8.4987611
NER,2005,2.8432513
CPV,2001,3.8158007
MWI,2013,4.7459509
COD,1990,0.92507768
MWI,1990,0.59922184
MAR,2013,10.835914
LBR,2015,11.765503
SSD,1998,3.4961164
AGO,2000,7.707306
MAR,2021,21.259411
NAM,1992,6.6642404
UGA,2013,6.8773687
DZA,2005,8.3236121
GMB,1993,1.9888641
GIN,2020,11.495282
ERI,2005,1.0333606
BWA,1997,8.6587764
GMB,1996,4.0088296
GAB,2018,28.080118
DJI,2014,7.8085802
MOZ,2022,10.262962
MWI,2001,1.1276893
SLE,1992,1.9883577
COM,2008,3.9585337
CIV,2014,11.834682
EGY,2002,39.048836
MOZ,2021,13.074167
KEN,2013,4.0301301
UGA,2021,10.719586
SOM,2000,8.5629784
GAB,2006,12.731597
TGO,2010,3.3364054
CPV,2006,12.631994
SLE,1995,0.89674247
MRT,2011,24.509861
MDG,1991,0.62374752
LBY,2006,38.076794
GNQ,2009,21.596633
ZMB,2019,14.306149
DJI,2022,16.326351
GNB,2000,4.1154142
SEN,2020,14.664464
BDI,1994,1.0967639
MDG,2018,3.2914229
SLE,2004,4.6303026
COD,2002,2.6480639
SYC,1995,24.546073
MOZ,2013,6.4177021
LBY,2009,39.669457
COG,1998,1.8877406
BDI,2001,1.6555008
CPV,1991,3.6541615
SWZ,2003,5.8817022
SSD,2009,6.4510949
CAF,2013,8.3230741
CMR,1998,7.8814186
SWZ,2009,8.0130443
RWA,2021,7.2436661
SLE,2001,1.5617281
ETH,2008,1.7617907
NER,2013,5.4228872
EGY,2010,35.944986
SYC,1995,7.0229948
STP,2005,12.807497
SOM,2000,1.71031
MUS,2012,21.847166
NER,2001,1.2379838
SWZ,1995,12.419057
CAF,1993,1.8583339
MUS,2003,18.876535
MLI,1996,2.7054586
MRT,2022,35.014606
RWA,2020,4.2841725
BEN,2002,2.6800266
UGA,1991,1.8147362
DZA,2001,6.926553
TGO,2018,14.199933
UGA,2013,1.6312385
SLE,2011,2.425036
TUN,1994,6.4221688
MOZ,2014,3.7598014
COM,2000,2.5782272
COG,1991,3.0429609
ZAF,2005,25.900444
COD,2007,2.4459375
SSD,2011,7.1011648
GMB,2006,9.404251
AGO,2015,13.371901
COM,1995,1.939333
AGO,2008,3.8899381
SEN,2015,12.844478
AGO,2002,5.8750212
TZA,2007,5.6903582
UGA,2012,1.5007309
COM,2018,13.796009
ETH,1993,0.21789167
GHA,1999,8.9071378
LBR,2014,11.226437
COG,2021,4.0439907
TZA,2013,7.8635812
MOZ,2011,3.2093696
SSD,1996,2.2718094
TUN,2011,14.045964
TZA,1999,1.89854
COD,2011,5.4811001
TUN,2020,32.94543
SEN,2010,11.494462
SEN,2017,13.513851
CMR,2004,5.5487804
SYC,2009,24.019833
MAR,1991,8.2437046
BDI,2003,1.865576
GNQ,1997,2.6426582
TZA,2007,2.9558457
CAF,2019,5.1526483
CAF,1994,2.6453223
LBY,2012,22.775942
TCD,1994,1.5098266
RWA,2009,1.9796921
SWZ,1998,14.196797
LBY,2014,42.220649
UGA,1994,1.3470671
MRT,1999,8.5639387
SLE,2017,10.077904
GIN,2021,9.0687089
LBR,2017,16.770594
NER,2002,1.3596759
COG,2011,7.2577164
MDG,2020,3.8166907
CPV,2017,13.258825
LBY,1999,23.534933
MRT,1995,6.5643094
ZWE,2010,2.7851045
NGA,1990,0.94484035
GNB,1992,3.0093987
BDI,2004,1.9780904
SSD,2006,5.5372756
SWZ,2020,42.184651
CPV,2022,22.917831
COM,2004,7.2695151
COG,2013,11.500367
BWA,2019,7.4832425
GNB,2018,9.779714
ZMB,2012,2.7916426
TGO,2003,2.1686312
GMB,2002,4.7394518
BEN,2006,3.5686404
RWA,2014,4.4215579
BEN,2015,5.2483022
GAB,1998,8.6468384
CAF,2021,8.8611908
NER,1999,1.8286426
ZMB,1998,4.8188712
DJI,1991,1.0435954
SLE,1991,1.8435813
TGO,2019,4.8407946
BFA,1999,0.84323306
SEN,1993,0.61918651
GNQ,2001,3.3424601
BWA,2018,7.2142117
COG,2019,12.295607
SOM,1993,5.9359554
NGA,2010,5.4810185
BFA,1994,0.8278369
GHA,1999,2.1171298
MOZ,2010,7.5435869
SOM,1997,4.4553682
EGY,2001,19.344257
ZWE,2010,9.422984
BEN,2007,6.873665
MAR,2019,27.910092
SOM,2021,22.114865
MOZ,1993,1.9837759
COD,1994,1.594048
NAM,2008,6.6901803
TUN,2001,9.2554547
DZA,2009,9.865915
GAB,2007,7.0452593
MWI,1991,1.1840504
TCD,1993,1.213696
SEN,1992,0.56806132
ETH,2007,1.0716909
SYC,1997,8.052545
MOZ,1997,1.3990816
ZAF,2015,14.255436
GNB,2000,5.4166175
TGO,2021,16.545756
LSO,2022,32.680455
SSD,2017,9.3872137
GNB,2011,7.6184615
LBR,2006,7.5597309
MUS,2012,10.884716
SOM,2002,9.5591716
CPV,2016,7.0194595
SEN,2022,10.207136
GMB,1997,4.3965124
BEN,2004,3.11606
MDG,1993,0.70060478
BWA,2010,14.100887
GNQ,2020,7.1436055
GAB,1997,8.1942476
BWA,2002,3.9196614
UGA,1991,0.35542555
COD,2012,4.3595489
DJI,2021,15.67775
NGA,2003,8.0450654
MRT,1996,7.018058
TZA,2013,3.8799874
ZMB,1999,3.4673132
CIV,2014,8.6880974
AGO,2020,5.7630971
DZA,1994,17.285442
EGY,2022,44.2702
BWA,1998,3.1174924
AGO,2001,5.5855248
MDG,2010,2.0776283
SDN,2002,3.5221256
GMB,1997,1.3661893
SSD,2013,3.0995218
GHA,1991,3.1515677
ETH,1998,0.56750751
BDI,2008,2.4567217
MUS,2017,11.675684
ETH,2000,0.96200882
KEN,2020,5.4646458
MRT,1998,2.7706977
BDI,2017,3.1943701
ZMB,2005,1.9238632
TZA,2008,6.0230069
UGA,1997,2.5730433
TUN,2007,19.730808
DZA,1990,15.569544
MWI,2000,1.0652622
COD,1995,2.1125348
BWA,2010,5.6080628
NAM,2004,11.518513
NER,1998,0.92469575
GHA,2000,2.2975737
COM,2006,3.5863567
TUN,1997,21.825705
TZA,2001,2.1320475
ZWE,2017,18.084608
BEN,2016,12.552655
SLE,2000,3.6183704
BFA,2017,4.9655914
CPV,2011,15.406726
COD,2018,3.5475664
EGY,1991,26.927033
RWA,2014,0.93711978
COD,2016,5.1163998
GMB,1998,3.2084782
SWZ,2009,21.380472
CIV,2006,6.5508656
UGA,1995,1.4289617
LBY,1992,28.559271
COD,2001,1.7870709
ZWE,2018,4.2404819
NER,2022,5.9746772
MDG,2014,2.6626891
GAB,1990,5.6032617
GNQ,1992,1.951631
ERI,2015,1.7060656
DJI,2013,3.5782486
AGO,2001,2.7922962
GMB,2019,8.0096453
SLE,2018,10.324661
MAR,1992,12.247048
UGA,1994,2.1430554
NAM,2002,5.1212031
MDG,2007,1.7467272
TGO,2004,4.5542225
AGO,2011,11.969265
COG,2004,9.4435573
ZWE,2009,14.367697
LBY,2015,24.183966
STP,2001,7.0986137
LBY,2019,25.942948
BWA,1991,2.0410389
EGY,2022,31.326842
EGY,2000,36.790448
AGO,1997,4.5032028
TUN,2015,15.93575
COG,2003,5.8617663
BWA,1993,2.3054816
MLI,2005,5.9928618
CMR,2022,20.378305
SWZ,2000,15.476055
LBR,2004,6.6241823
NAM,1999,9.3877152
UGA,2004,0.81326859
ETH,1998,0.82942033
MUS,2002,18.452102
MRT,1997,2.5616573
STP,1994,6.350147
LBR,1997,3.8426351
GMB,2009,8.0431849
DJI,2010,3.1028386
COM,2014,11.658647
UGA,1998,0.53336308
MDG,2014,2.5960824
MAR,2017,11.98296
CMR,2010,11.2049
MLI,1991,1.5953165
MAR,2018,27.162358
COM,2022,24.548584
GAB,1995,3.8758427
BEN,2010,4.3925822
NAM,2005,11.909445
LSO,2016,28.379047
COM,1995,6.4050183
CMR,1990,2.017536
UGA,1994,0.41816751
BDI,2002,1.7579772
SYC,1990,4.8360527
COD,2012,2.9171718
EGY,2016,52.24731
SYC,2010,33.801842
DJI,2006,8.0455057
KEN,2003,2.5754539
COG,2001,5.366198
DJI,2017,4.4365287
NGA,1995,4.9145173
ZAF,1992,6.3925996
MDG,2013,2.3890071
MRT,2019,20.491625
MAR,1994,9.1171928
COG,2015,7.6582655
ZAF,2007,37.280592
COG,2000,7.8968555
MAR,2021,29.413286
SLE,2021,11.144937
DJI,2016,4.1870784
SYC,2001,19.7143
ZMB,2000,3.6711834
DJI,1999,3.6285993
CAF,2017,7.354515
MUS,2010,16.042481
ZMB,2005,4.856823
RWA,2015,4.7554124
DZA,2001,13.869439
NGA,1997,5.5964004
LSO,2004,3.3478834
ZAF,1997,29.785609
MUS,1997,6.4131945
GMB,2011,5.2604251
CAF,2005,5.6258921
LBR,1991,2.3939708
ETH,1993,0.60554706
AGO,2019,10.430336
ZMB,2013,2.9343715
CPV,1999,3.3111665
BEN,2020,14.115755
TCD,2012,3.9265811
SDN,2006,4.4613358
BFA,1990,0.38935302
MOZ,1993,1.1026766
SDN,2019,9.2746541
RWA,2005,0.56172679
SYC,1992,14.274734
TUN,2002,9.7285673
AGO,2020,15.406615
TUN,2017,31.578943
MUS,2008,15.539527
GNB,2008,4.4299703
TCD,2004,3.4427151
CIV,2004,5.8897905
COG,2020,8.2400508
ZMB,2004,1.8113397
BDI,2004,2.2781288
CMR,1996,3.1678841
TGO,1997,1.3306438
NER,2018,4.9689546
COG,1992,1.3680619
SLE,2002,1.6931437
BFA,1991,0.83019678
ZWE,2007,2.4031248
SYC,2014,35.587427
SYC,2018,37.533122
DJI,2003,4.5591775
ZAF,1990,5.4967448
DZA,1998,5.9990078
BEN,2009,10.409745
LBY,2001,34.923413
BEN,2013,8.3623908
SWZ,1990,15.933193
TUN,2005,26.0858
LBY,2003,17.954716
NGA,2001,7.1970277
MOZ,1996,2.351447
TCD,2014,4.2375498
RWA,2017,3.4696966
GNQ,2002,10.151978
TCD,2006,3.9368682
SWZ,2011,8.7641634
CIV,2013,11.463603
GAB,2003,16.291673
SWZ,1997,21.180083
TZA,1990,2.8313296
GAB,1999,13.254434
BFA,1993,0.75887498
RWA,1990,0.23685896
ZAF,2019,30.081907
NGA,2019,14.724247
GMB,2007,10.020041
NAM,2021,16.604935
DJI,1995,4.395489
TUN,2017,16.928533
NAM,2014,20.183818
GHA,2018,11.686822
LBY,1993,19.724901
GNQ,2022,29.593047
SWZ,2020,28.48514
SSD,1995,2.9600101
LBR,2018,17.532498
COD,2022,8.9731522
DJI,2018,4.7116306
MRT,2021,33.928749
GNB,1993,3.2365054
GHA,1990,2.9238652
BFA,2006,1.5954753
BEN,1998,1.9365247
COG,2017,7.8712493
SEN,2018,13.87973
EGY,1992,27.898726
GMB,2012,12.898733
SDN,2020,9.915258
CMR,2022,9.2671372
MRT,2001,15.699133
BFA,2007,2.6830565
GNB,2006,6.1232265
GHA,1996,1.6486032
UGA,2001,2.1133436
LBR,2008,11.288722
MDG,2019,3.5102025
MDG,2003,1.321585
NER,1990,1.3171211
TCD,2016,4.6005331
NER,1992,1.0513024
GNQ,1996,12.561552
MOZ,1996,3.2362033
TCD,2000,1.9119291
ERI,2017,1.9364914
ERI,1991,0.46429913
ZWE,2003,7.4989706
GIN,2004,3.74244
SSD,2004,4.9643602
TZA,2014,4.067871
ERI,1998,0.69283182
COD,1999,2.7501512
CPV,2014,6.6885561
TGO,2020,10.456193
ZMB,2014,3.0901009
MLI,1994,2.2436826
ZMB,2020,14.971785
NAM,2007,17.935817
ERI,2003,2.0836094
EGY,2007,43.993634
ZWE,2002,7.268887
MOZ,1991,0.98270392
SDN,1991,6.7261882
GAB,2021,20.368621
MOZ,2014,6.7552239
SYC,2007,32.319698
SYC,2005,22.052652
COG,2010,3.0831788
CAF,1999,3.7699483
MOZ,2005,4.1606136
BEN,2011,11.019007
BFA,2017,6.7651115
BWA,2011,14.417088
AGO,2014,4.6674315
GMB,2021,19.146182
BEN,1999,5.9990324
EGY,2005,32.115844
MRT,2012,25.300577
MUS,2020,24.51694
RWA,1994,1.0663824
MUS,2004,8.931192
TZA,1997,4.2792622
SYC,2006,13.264576
TCD,2007,3.1506348
COD,2013,4.5323662
TCD,2001,2.7276549
LBY,1994,20.315132
LBR,2001,5.3019546
MLI,1998,2.6818501
GIN,2021,5.6210268
DZA,2010,10.271454
CMR,2001,4.5749553
ETH,2013,2.4803288
GIN,2010,5.3845137
DZA,2015,20.248681
TCD,1996,1.5586318
BDI,2016,3.0526076
GNQ,2018,26.968741
SOM,2008,2.71038
BWA,1995,12.272141
SDN,2018,14.437759
LBY,1990,27.251691
UGA,1993,1.2733232
LSO,1990,13.31196
MWI,1994,1.4199484
MLI,2014,8.1942141
BFA,1999,1.3158878
SOM,2003,2.0490671
BWA,2020,7.7751085
DJI,2002,6.4849608
BWA,1995,2.6026195
SSD,2019,7.4338667
SSD,2014,3.2470606
AGO,2012,12.307512
BFA,1991,0.42105797
STP,2007,14.053142
