iso3,year,obesity
ZMB,2022,5.1170498
MLI,1996,2.4796747
ETH,2021,2.6391458
NER,2013,2.7453071
ERI,1990,0.8742081
ERI,2003,1.5439027
GHA,1994,1.3966969
BDI,1992,0.98590478
COD,1994,1.1759964
MLI,2008,7.1821533
MUS,2020,12.366844
COG,2018,3.6818061
DJI,2013,7.4633986
SDN,2019,20.383871
CMR,2008,10.530217
ETH,1992,0.20602094
BDI,2012,2.9680599
BDI,1998,1.2048787
GNB,2001,2.7760969
ETH,2014,0.63880803
CPV,2018,7.4115843
COG,2016,3.4966744
RWA,2022,1.758071
GMB,2003,5.188657
LBY,2020,26.353589
TGO,2009,9.1110855
GIN,1998,1.5392454
SWZ,1996,12.984288
MLI,1996,2.2548296
NER,2022,4.3672714
UGA,2014,1.780037
LBR,1995,3.2728631
BEN,2015,8.8467419
GMB,2000,5.8188315
BFA,2011,3.4963064
MAR,2019,12.494665
ZMB,1996,2.934994
COG,2004,6.094728
TUN,2017,24.455029
DZA,2007,24.000391
GIN,1990,0.80094878
CAF,2002,3.4457643
ETH,2021,0.97907195
SWZ,1992,3.1809725
LBY,2021,26.775372
LBY,2010,21.812178
TGO,1998,2.8012857
DZA,2004,7.9603299
TUN,2009,20.641784
ETH,2022,2.8227715
BEN,1991,3.1944413
COM,2019,21.996747
MOZ,2010,5.5012558
SYC,2009,14.786813
MWI,2020,10.624768
MLI,2013,8.8844769
NER,2011,2.5322534
SSD,2016,6.4081252
BFA,2005,1.4679885
CIV,2021,11.194982
ZAF,2011,14.561851
CMR,2008,14.220397
SDN,2011,5.8351252
BDI,2017,4.4585951
MUS,2015,17.121787
DJI,2009,9.3123674
ZMB,1999,1.3320581
COM,1994,6.0549676
CIV,2018,13.598652
TCD,1992,1.2814078
CMR,2014,12.265695
ZWE,2019,12.769172
CIV,2014,5.6967132
GNQ,1995,2.3419626
MAR,2003,17.275853
ZWE,2013,16.080137
MDG,2021,4.1221991
SEN,2002,8.5071251
MWI,2009,3.8105052
MLI,2011,7.3380135
SSD,1996,1.2448822
DZA,1995,5.198808
GNB,1993,2.3951547
TUN,1994,20.26621
COD,1996,1.3264682
MRT,2021,21.94069
LBR,1995,4.5167383
BFA,1993,0.98654814
MLI,2003,5.1603407
SWZ,2000,4.9708802
CPV,2013,11.666516
DJI,2012,10.668467
TGO,1992,0.89425761
GNQ,1993,2.0743264
DJI,2001,6.1281025
NGA,1991,3.7865646
ERI,2004,0.97877169
BFA,2008,3.8081083
RWA,2004,0.52891378
SLE,1990,1.7091373
SSD,2006,2.230094
MLI,2006,5.0570458
TZA,2002,4.1885335
GMB,2005,3.3114079
CMR,2003,5.2222256
SYC,2016,26.60358
MUS,2009,10.381123
CMR,2013,7.5670414
SLE,2015,9.6317478
LSO,2021,31.94499
COM,1998,2.2985959
BWA,2014,6.3234337
BFA,2021,8.7180726
SEN,2021,3.6962133
BFA,1996,0.99072773
UGA,1990,1.0824892
AGO,2016,13.752644
GNB,1991,1.2379087
NGA,2016,13.126197
NAM,1992,9.8942004
GIN,1995,1.7923618
NER,1999,2.5924133
MDG,2020,3.6757566
EGY,1993,21.724097
TZA,2012,7.4604489
COG,2009,7.0148692
COG,2005,9.7854748
BWA,2009,5.4202668
UGA,2017,5.663712
ERI,2012,3.7170492
NAM,2008,18.328224
SWZ,2015,10.479356
SWZ,2008,7.6445483
GNB,2014,8.4370054
AGO,1998,4.7576677
TGO,1991,0.82901604
SOM,2022,5.8335241
GAB,2010,14.660004
ZMB,1994,0.99007944
BDI,2014,3.7881304
NER,2009,4.7207016
COD,2015,4.9091328
SOM,2008,7.9984888
GHA,2001,6.4944707
MDG,1994,0.74341572
SOM,1996,6.8903349
COD,2015,6.5440483
LBR,2016,12.356378
TGO,1995,2.1779923
CMR,2002,10.50129
COM,2000,8.6846448
NER,2003,1.4887773
DJI,1994,2.7632372
MRT,2019,31.802788
SEN,1993,4.7281995
RWA,2013,2.6162062
TGO,1999,4.4555958
DZA,2005,23.016562
TGO,2011,3.4772705
ERI,1991,0.9241648
RWA,2016,3.2320216
GNB,2014,5.5062819
DZA,2011,26.045302
TUN,1992,19.307725
NGA,2014,6.2058762
TCD,2014,4.8062664
RWA,2015,1.0003372
NGA,1999,6.3677229
ZMB,2004,4.599835
SYC,2018,18.227963
COG,2005,6.3141853
CIV,2017,6.272047
SYC,2008,32.842207
COM,2004,11.079189
BFA,2010,2.1005284
MRT,2004,18.51033
CPV,2021,15.22658
SSD,2021,4.804476
TCD,1991,0.89956624
DZA,2020,22.782825
ZAF,2008,27.420485
BEN,2017,5.6757886
ZAF,1990,16.086629
SSD,1994,2.8109515
MRT,2006,20.342496
BFA,1997,1.0874837
COG,2017,12.02311
COM,2020,22.834148
KEN,1997,4.940784
LSO,2018,6.692218
EGY,2020,43.006209
MAR,2005,8.4435642
ERI,1992,0.75003915
STP,2019,8.515431
ZAF,2000,32.021371
MUS,1998,11.8066
COD,2005,4.0380679
SDN,2014,12.372776
COG,1991,1.2940741
GAB,1992,6.2538818
COD,2001,3.1415418
GHA,2018,18.355402
STP,2012,6.6765532
CAF,2016,4.4322982
NGA,2019,11.007848
GAB,1996,7.7634081
TGO,2016,4.2237502
MRT,1994,10.057608
RWA,2013,0.88132704
COM,2021,7.5588197
BEN,1996,4.7428988
AGO,2016,4.9708419
NER,2019,3.6574963
MRT,2000,9.1334887
CAF,2002,2.2710342
COM,2014,18.024245
NAM,1991,6.3314572
SEN,2010,7.2646976
EGY,2005,42.126468
NGA,1990,2.2518495
BEN,1998,5.5517059
ZMB,2012,6.8440765
SWZ,2011,22.580491
TZA,2016,13.697401
MAR,1991,11.910598
TCD,2021,6.3923098
SSD,1992,2.5441509
GIN,2016,7.0846222
COM,1998,5.0250083
SOM,2016,18.244611
AGO,1991,4.7228601
LBY,2022,27.207077
CAF,2015,6.7192227
NAM,1998,8.9582726
MAR,2008,9.3898602
BWA,2013,22.847149
SDN,2003,7.8691348
ZMB,2008,8.4247656
SSD,1995,1.1736156
BWA,2007,5.0138734
RWA,1993,1.0113473
SSD,2018,4.0068168
KEN,2022,18.543914
BWA,2008,13.419144
SWZ,2002,16.810453
CIV,1996,4.8996378
ZAF,2013,40.823987
MOZ,2020,12.471342
MDG,2001,1.1892941
MLI,2013,6.9272913
UGA,2012,4.1658923
MRT,2014,6.7041367
ZAF,2020,30.315068
COM,2010,4.3346956
TGO,2010,9.5885515
GIN,2012,7.6362513
MUS,1990,8.476422
CIV,1993,2.6966283
ERI,2014,2.9839834
CIV,1997,5.2536596
GNQ,1992,6.2522113
BDI,1999,1.4668674
LSO,2013,26.364011
BDI,2009,2.2352409
KEN,1991,3.3792961
NER,2020,5.4369494
NER,2020,7.0441946
ETH,2002,1.1228071
LBR,2016,16.047662
NGA,1994,4.6060435
LBR,2020,11.045934
SLE,2014,2.4044102
SDN,1992,7.0324838
UGA,2008,5.2107479
MOZ,2009,5.2189287
BWA,2021,17.868389
GIN,2022,9.5341817
GIN,1991,1.3090242
ZWE,1995,10.267708
ZMB,1990,3.274785
NER,2018,6.512031
CIV,1996,1.991103
TCD,2021,7.0861153
SOM,2021,5.4619234
ZMB,2011,6.531591
COM,2002,9.8320708
CMR,1994,4.3098211
CPV,2012,11.324172
LBR,2017,8.9486659
LBR,2022,20.966926
TUN,2016,31.104064
NGA,2021,7.8607678
TUN,2002,24.592541
GMB,2015,14.707126
MOZ,1997,2.4989201
ETH,2016,0.70673586
DJI,2010,6.5167904
COM,2010,9.8140709
NER,2019,5.1939301
KEN,1990,2.2550955
GAB,2022,21.018523
GNB,1995,3.7439093
GAB,2022,31.650245
CAF,2007,2.9970553
UGA,1997,0.50022616
MDG,2016,2.9700572
GIN,2017,4.6511766
SDN,1995,5.1834218
MDG,2011,2.1390934
STP,1992,3.7341803
CAF,2008,4.8997458
TUN,2010,21.09876
NAM,2019,21.779452
SYC,2014,16.658935
SLE,1999,3.3663776
NER,2008,4.5299277
CMR,2019,8.5400455
GAB,1994,6.9700949
GIN,2010,6.9204204
SDN,2012,6.141248
BDI,2004,1.727117
TUN,2010,28.28095
GNB,2009,7.0646398
MAR,1995,5.3796519
BFA,1994,1.0771099
UGA,2002,2.2596002
GMB,2008,4.311664
STP,2002,10.853028
TZA,2011,7.0764832
ZAF,1993,6.8717338
RWA,2012,3.8197286
CIV,2019,6.7624189
LBY,2002,25.828162
MOZ,1992,1.0408012
EGY,2009,45.831138
DJI,1990,0.9859398
GIN,2002,3.2137517
GNB,2022,7.5744219
ZWE,2019,4.511755
SYC,2019,38.044161
CPV,2011,6.2508352
RWA,1997,0.8472438
GHA,1993,1.2868171
SLE,2014,9.4362661
CMR,2007,6.4574599
DZA,2013,11.512211
ETH,1995,0.46826233
ZWE,2004,2.0548265
TZA,2020,5.695454
CAF,2007,6.2955998
TZA,1996,2.8495841
RWA,2010,0.74484488
SDN,2007,9.4650909
SSD,2021,8.1932627
EGY,2001,28.74904
COM,2016,19.566071
SLE,2003,4.3843564
GAB,2005,12.214858
ZMB,2017,8.6750649
MAR,2007,9.0783484
ZWE,2019,19.181265
COD,2021,6.3491486
BFA,1994,0.53820666
BFA,2001,1.0183613
DZA,2022,23.814993
CIV,1990,2.1585548
NAM,1993,7.0112661
CIV,2005,8.6061388
EGY,2001,37.936476
CMR,2006,9.7058058
RWA,2009,3.0605873
MUS,1992,4.751933
ETH,2017,0.74840751
MWI,2015,2.105171
TUN,1991,12.330975
NGA,2007,4.704446
MWI,1994,2.0236064
SLE,2013,2.410022
MUS,1990,12.585773
SOM,1994,3.8103223
CAF,1997,1.6704572
LSO,2005,21.268415
MWI,1997,0.89450646
DZA,2022,32.301944
BWA,2007,13.046628
TZA,2022,18.293951
AGO,2019,14.972316
TCD,1995,1.2471587
TUN,1998,22.376753
MDG,2000,1.1404082
GHA,2021,4.9937543
SLE,2019,10.584013
TZA,2016,4.5055088
GIN,2018,10.36182
MRT,2006,4.908127
GNQ,2014,14.496323
DZA,2003,14.743079
LSO,2000,10.765009
LBY,1996,31.29403
TUN,1991,18.844244
TGO,2013,7.4530482
EGY,2012,26.158667
MOZ,2002,3.4494415
BWA,2006,19.400103
MRT,2015,27.859131
GNB,2015,11.276298
GAB,2017,17.990433
ERI,2022,2.8187653
CAF,2014,4.0491357
MLI,2000,3.5776753
GNQ,2003,3.7306819
MLI,2002,4.7493152
GIN,2017,9.8342814
MDG,1993,0.72666593
MWI,2018,2.4310682
UGA,1999,1.8470351
KEN,1998,1.9316873
SDN,2018,19.778225
CAF,2008,3.1459458
COM,2013,11.173488
MUS,2016,17.369857
CIV,1998,5.6333076
GMB,1993,3.0675659
CAF,2012,3.7280656
COD,2021,4.013177
MUS,1993,14.11968
DZA,2017,29.460579
TGO,2000,1.7056145
GIN,2017,7.4361354
UGA,2009,3.497117
CMR,2014,7.6981753
EGY,2014,50.43509
SDN,2007,4.7218814
TCD,1990,0.82947006
DZA,2011,18.280864
NER,2004,3.6791816
EGY,1997,16.66985
MOZ,1990,0.92822639
MWI,2021,7.3281646
GNQ,1995,11.945044
SWZ,2004,27.943689
COM,1991,1.5549445
MWI,1991,1.6876675
BFA,2008,1.8536916
BWA,1994,2.4494736
CMR,1996,5.0146531
COD,2005,2.2240702
NER,1992,0.52238479
SOM,1990,5.151739
MOZ,2013,3.5616256
SEN,1997,3.6818188
KEN,1994,4.0664323
SYC,1996,7.527151
COM,2005,3.4042168
NER,1997,1.5541602
GHA,1991,5.0553262
ERI,2001,1.3465472
SOM,2022,22.93369
MDG,1996,0.83983457
BDI,1994,0.96327877
CIV,2001,2.9891856
SDN,2000,6.7453273
GAB,2019,28.946751
CIV,2011,5.2461408
MUS,2001,13.060118
SWZ,2001,24.964432
GNQ,2020,28.261426
EGY,2019,54.763788
GMB,2000,3.9147042
ZWE,2013,3.2151863
BWA,1997,13.498145
KEN,2017,15.175973
BDI,2007,2.6927972
MUS,1992,13.612238
NGA,1998,4.0807761
BEN,2007,9.6850134
NER,2008,2.1763852
SWZ,2018,12.157781
ERI,2013,1.5279472
ZAF,2002,24.068749
GIN,2012,5.8982551
ZWE,2011,2.9206354
ZAF,2017,42.976287
KEN,2002,4.7847688
TCD,1994,1.3175669
BEN,2003,5.5324845
BDI,1990,1.0015551
ERI,1992,0.97831385
ZWE,1998,1.5139065
SYC,1994,15.398267
NGA,1993,2.8119626
STP,1994,2.1198554
CAF,2020,11.268572
SEN,2018,3.1776879
NGA,2009,10.394723
BEN,1990,2.9478597
GIN,2002,4.1246064
DZA,2008,9.4657019
CMR,2005,12.494197
LBR,2013,7.0683464
ZWE,2005,2.1657882
LBR,2000,2.9345609
MUS,2004,19.282877
TUN,2003,10.208127
MUS,2008,10.153151
SLE,2018,6.4654015
SSD,2011,5.0682563
ZWE,2016,17.556351
ZWE,1992,1.1616818
NAM,1994,10.891928
CMR,2006,6.1732285
UGA,2017,2.3768175
GIN,2001,2.9621525
NGA,2003,5.7825197
TZA,2022,12.583247
ZMB,2003,6.4106286
NGA,2011,8.40123
CPV,2000,6.6683605
STP,2001,3.6777426
BFA,2022,4.0103696
GNB,2016,9.0665072
GHA,2000,9.5224544
BFA,2018,3.1639736
NGA,2020,7.559137
GAB,2002,10.634333
GNQ,2016,15.157253
MWI,1995,1.5110966
BFA,2021,3.7722327
COM,2011,10.256834
SLE,2009,8.5709594
CAF,2018,7.6994449
CMR,2022,14.882499
COM,2006,12.393476
ERI,2006,1.0890457
MWI,2001,2.2696432
GNQ,1990,5.6183044
GHA,2006,3.4960661
EGY,1999,26.93083
SWZ,2001,16.137441
DZA,2012,11.093082
BDI,2020,4.4698246
LBR,2016,8.386866
NGA,1994,3.0277209
MUS,2009,21.00167
SWZ,2002,25.956708
LBR,2003,8.3353139
MAR,2017,19.233605
MLI,1991,1.7057937
GIN,1998,2.3001956
TUN,2022,19.28324
DZA,2002,7.2613366
TUN,2015,23.466316
LSO,1998,9.9813446
CIV,1990,1.2339921
TZA,2010,3.3970345
BDI,1993,1.1885409
SOM,1992,5.6592196
CPV,2003,7.9335764
MAR,1999,6.5019824
MDG,2002,1.3022056
RWA,2010,2.1225287
KEN,2010,7.4170448
SDN,2010,5.5434044
NER,2005,1.7637286
AGO,2005,3.4265045
MWI,2004,1.3281464
TCD,2010,3.6344361
BDI,2019,5.0325479
GHA,2020,4.8536561
AGO,2021,15.855324
COM,2013,4.9423762
ETH,1990,0.35778345
MOZ,1998,3.6584616
LBY,1994,12.709619
SWZ,2003,26.9528
GNQ,1996,2.4878213
SDN,2007,13.887909
ERI,2010,3.2998074
COG,2006,10.098531
COM,2005,7.6781794
SWZ,1991,16.595088
GHA,1999,5.6677431
AGO,1994,3.8133733
SSD,2021,11.246723
ZWE,2006,2.282241
UGA,2022,7.9045609
GNQ,2019,16.28966
CAF,1990,1.5239673
MAR,2010,21.333595
SEN,2012,2.509184
SDN,2001,7.1074039
COG,1994,5.5914581
SYC,1997,17.28594
COG,2008,10.634712
GNQ,2003,17.506428
DJI,1993,1.1701311
COG,2011,3.1509221
DZA,2003,21.984144
SLE,1998,4.9284715
DZA,1990,4.1021816
SOM,1999,4.976226
MWI,1998,0.94839446
ZWE,2002,11.883534
ZAF,2002,33.540347
TZA,2014,12.354342
CMR,2015,17.118101
ETH,2012,0.58604227
SWZ,2016,10.995196
COD,1999,1.5892515
STP,2008,14.640424
GHA,2017,4.51755
DJI,2005,7.6396093
ZAF,1998,21.547717
SYC,2003,29.948884
COM,2014,5.1741246
GNB,1996,4.0296048
COG,2017,3.5848174
TUN,2013,14.973634
MAR,2005,18.368141
ETH,1994,0.44160429
RWA,2016,5.1116444
TUN,1990,18.387058
GNQ,2016,25.71494
BWA,1998,14.144257
LBY,1990,18.033232
RWA,2021,1.6089531
LBR,1999,2.6926583
CPV,2007,13.217101
UGA,2010,5.8290679
GIN,2012,3.8514812
DZA,2014,27.710634
DJI,2018,13.845591
MLI,2012,7.6156639
DJI,2008,8.8822894
EGY,2017,28.954163
SDN,2009,5.2628767
MOZ,2002,1.9096436
CPV,2007,9.5760174
BWA,2000,3.5040595
DZA,2003,7.6057762
ETH,1991,0.19487061
KEN,2005,5.7301644
TZA,2000,5.232605
SDN,2017,19.184722
CIV,1991,2.3247387
MOZ,2015,7.1125194
BDI,2016,3.5942536
MAR,2012,10.561299
DZA,2018,30.030379
COD,2002,3.3539511
MDG,2012,2.3839945
BDI,2005,1.8262472
ZWE,2000,6.848117
SEN,1997,0.8825615
ZMB,2015,11.857243
NER,1995,1.9098926
NAM,2022,22.829732
AGO,2020,10.761428
DJI,2005,5.0892171
GNB,2010,7.3479183
MRT,2021,8.5518427
SSD,1992,0.98613817
EGY,2019,29.897389
CPV,1990,3.4114189
GMB,2014,10.265999
MAR,2022,21.784347
EGY,2014,38.910556
CIV,1991,3.4548864
DJI,2013,11.14992
RWA,2003,0.49764831
GHA,1997,4.9063202
TZA,2011,10.50275
RWA,2000,1.0416498
SYC,1999,27.269682
TUN,2011,21.566531
TGO,1997,2.5733413
COM,2008,8.946722
COM,1993,3.7357315
TCD,2022,7.4152559
TZA,1993,2.3782263
ZWE,1998,6.4725012
SEN,2007,10.578831
LSO,2017,29.07694
GNB,1991,2.0566666
SEN,2014,12.543902
LSO,2021,7.9592645
MAR,2020,28.661156
GNB,2003,5.1026005
KEN,2007,9.4340533
BWA,1996,2.7646925
CPV,2004,4.6393167
SEN,2011,2.4216348
GNQ,2011,13.620134
SOM,2011,3.1340469
ETH,2007,1.6403848
GMB,2009,11.212218
LBR,2019,10.272691
LBY,2004,18.549344
LBY,2007,38.617513
GMB,1995,1.098455
MDG,2014,2.5311643
NER,2009,3.5121113
NER,2017,3.2880466
COM,2010,15.13578
ERI,2018,5.2716259
SEN,2020,9.5683575
GNQ,2011,22.785819
SEN,2002,5.1596973
EGY,2021,30.842274
TUN,2005,11.177487
GNQ,2008,4.7253456
AGO,2011,4.2872149
NGA,2006,4.4064477
GIN,1993,1.5294055
GNQ,1994,6.9322713
ZAF,2001,23.438729
STP,2017,13.792217
MAR,2004,8.1176028
GIN,1996,1.2988386
MLI,2000,3.1880565
MWI,2019,2.5662273
COM,1997,2.171061
SDN,1992,1.9716797
MWI,1993,1.9018315
RWA,2006,0.59598628
LSO,2006,3.7377249
TGO,2004,2.3385735
MUS,2021,18.871538
ERI,2006,2.5673576
MWI,1995,2.1578474
COM,1993,1.7359711
LBY,2002,17.353313
NAM,1997,12.513299
MAR,2005,13.472904
DJI,2006,2.5274605
NAM,2004,5.6579441
EGY,1995,31.015038
UGA,1992,1.9159947
LBY,2009,21.302062
ZWE,2014,10.750912
TUN,1996,7.1315795
TZA,2005,5.0534256
COG,1999,4.8652425
BDI,2020,3.6738157
GNB,2003,3.2370359
COM,2006,8.0956541
BDI,1999,1.2801592
DJI,2004,2.2549711
GIN,2004,2.5142225
MDG,2017,3.0684063
MRT,1998,8.0183506
MLI,1997,2.7171673
AGO,2014,9.0023339
GAB,2018,9.6220605
GNQ,1994,2.2041744
TGO,2012,3.6123563
EGY,2006,22.569014
SDN,1996,2.4657089
RWA,2003,1.9506207
EGY,2003,30.485877
MAR,2018,12.241007
TCD,2004,3.0078379
MLI,2021,9.4403602
MLI,2010,7.0514925
GMB,1992,1.8188389
SWZ,2015,37.903365
COG,2013,3.2775108
TCD,1990,0.95189754
ZAF,2010,14.549039
TCD,1999,1.7553786
BFA,1995,0.9046426
TGO,1996,3.4439772
GAB,2009,7.5395167
MWI,2007,1.5388
SSD,2000,1.5812565
COG,2006,2.7334642
CIV,1995,1.835198
GNQ,1998,13.885257
BDI,1992,0.87047201
CAF,2013,6.1486293
KEN,1991,1.2843059
BWA,2015,23.747668
COD,2018,5.5681154
LBY,2017,43.730971
CPV,1990,4.6225801
SDN,2008,14.40376
MOZ,2014,9.2727639
GHA,2011,15.500346
CMR,2020,8.7650567
MDG,1994,0.76823784
EGY,2009,24.397363
NAM,2020,9.5138393
GNQ,1992,10.25522
ETH,2015,0.67037134
GIN,1993,1.0150447
BFA,2007,3.5381768
BFA,2013,3.9218128
CMR,2017,17.970556
MAR,1997,10.136448
EGY,1995,23.365848
SOM,1990,0.94794407
MUS,2003,8.5800841
GAB,2002,15.50307
TUN,2007,26.970959
NER,2012,5.24588
TGO,2017,4.4122055
CIV,2010,10.462054
DZA,2004,15.177245
BWA,2002,16.836703
GHA,2007,8.9053534
ZWE,2022,5.4841857
BEN,1992,1.1968987
GAB,2007,19.472259
SEN,1996,3.4235984
NER,2022,7.6290332
SSD,1996,3.122618
TZA,2019,10.783537
RWA,1999,1.4575077
MAR,2010,15.713571
BFA,2008,2.8855408
NGA,1991,2.4245985
GNQ,2021,7.4437678
KEN,2000,6.069937
COG,1999,1.9877966
GNQ,2007,4.533124
SLE,2018,2.4643771
CMR,2015,12.534451
DJI,2022,11.346781
DJI,2020,10.321248
TGO,2011,10.06347
BWA,2016,6.7348234
CMR,2003,8.2656592
AGO,1992,1.6538598
RWA,1999,0.97062709
NGA,2020,15.305285
BFA,2014,4.1547708
TCD,2009,4.0188141
ZMB,2002,6.0517441
BFA,2002,1.7521031
ZWE,2022,14.210777
CAF,2010,7.2982594
ERI,1995,0.89310426
BWA,2001,3.70855
BWA,1995,7.8468651
COG,1998,4.6121299
GNB,2001,5.8134381
SSD,1993,2.6733063
GHA,2002,6.9187179
SYC,2015,26.208946
NGA,2012,11.434615
CIV,2021,7.3546901
DJI,1990,2.2623071
GHA,2010,4.0509697
TGO,2018,4.6170548
STP,2010,15.741143
UGA,1996,0.47016661
SEN,1994,2.9576341
EGY,1996,24.228826
LBR,1994,1.7696491
STP,2001,10.203071
STP,1992,1.8165966
SLE,1997,4.5928061
SDN,2021,21.633713
CPV,2014,17.083925
MLI,1992,1.7395679
NER,1992,1.5286064
BWA,2011,21.964763
MUS,2022,12.941141
ZMB,1996,4.3326214
CMR,1990,4.2620365
SOM,2013,16.124521
NAM,1990,8.9542471
NER,1996,1.4345543
COG,2007,2.8326103
NAM,2012,14.024325
TCD,2003,3.1963784
SEN,2007,6.5948062
KEN,2003,7.4232474
CPV,1994,6.0394946
CAF,2011,3.5807744
GIN,2015,4.2866383
MDG,2008,1.8084308
LBY,2003,36.287984
CMR,2021,19.870491
DZA,1996,5.4518688
DZA,1996,11.844972
SLE,2017,2.4357982
COM,1992,1.6428966
GNB,2022,14.828497
RWA,1993,0.64994907
ZMB,2002,1.6023094
CIV,2011,10.789283
ZWE,1994,10.140852
NGA,2018,14.166956
MUS,2007,9.8885506
SDN,1997,5.7491913
LBR,2009,8.9576825
SLE,1994,2.311728
CAF,2004,3.9153174
STP,1996,2.4802281
SEN,2005,9.8200291
CMR,1992,4.9798559
CMR,1997,3.4160282
AGO,1998,6.9296777
GHA,2019,18.826465
TCD,1998,1.6098434
CIV,1999,2.5470879
SWZ,2004,6.213975
GHA,2019,4.7266766
SOM,2017,18.989551
LBR,2019,18.334357
COG,2018,12.156578
MOZ,2001,1.7938882
MLI,1990,1.4640407
TCD,1999,2.0164235
KEN,2008,9.9610336
MLI,1998,3.2792952
MOZ,2003,2.0321196
BFA,2010,3.2919168
TZA,1992,2.2434227
NAM,2018,21.444927
BWA,1996,12.873437
GNB,2008,8.6723387
SSD,2022,8.6038262
DZA,2002,21.447022
KEN,2011,7.7635586
SYC,2000,9.7325727
GMB,2015,10.752814
CAF,1994,1.3880591
LSO,2002,19.347785
LBY,2012,41.203529
ZAF,1995,19.485892
GMB,2022,9.4627917
CMR,1999,8.5004777
MOZ,2005,5.7140242
SDN,2005,12.840922
MUS,1996,15.61317
MWI,2011,1.8057756
MLI,1999,3.6115941
BEN,2001,6.9446199
KEN,1996,1.7175576
GNQ,2006,19.646965
GNB,2005,7.4742727
LBY,2001,25.044107
KEN,2006,6.0593162
BEN,1991,1.1085137
NGA,2008,10.034852
LSO,2015,27.693459
NAM,2003,15.995042
GAB,2016,17.450835
MLI,2018,8.3143972
LBR,2001,7.2132796
ZWE,1990,9.7974792
NGA,1991,1.0462313
MLI,2022,11.372638
ZMB,1994,2.6447488
CIV,2009,4.9008481
DJI,2020,15.048595
SLE,2005,4.8627745
BWA,2006,12.650856
AGO,1996,2.0961685
CAF,2005,2.6983308
GNB,1998,4.6750508
TUN,2009,27.841574
KEN,1999,5.6657873
GMB,1992,0.8099501
KEN,2021,17.840829
TZA,2003,6.4114243
SWZ,2005,6.5592483
ZWE,2000,1.6708326
COD,2011,4.1915547
GNQ,2012,5.4151654
AGO,2006,3.5851311
MWI,2004,4.1222822
GHA,2000,6.0756993
MDG,2004,1.4103674
NGA,2008,4.9867351
TGO,2009,3.1869158
MDG,1998,1.0012714
MWI,1990,1.593451
ZWE,1990,5.6750953
MRT,1995,10.731292
ZWE,2002,1.8508088
UGA,1998,1.7282195
CIV,1999,6.0353838
KEN,2001,4.4903338
GHA,1998,5.2758642
SOM,2019,12.87439
GIN,1995,1.1949073
ZMB,2016,8.2667835
MUS,2010,10.574282
CAF,1991,1.1571723
UGA,2016,5.315271
GNQ,1999,8.8181779
STP,1994,4.3086428
TCD,2002,2.2505436
CMR,2013,12.006788
TUN,1998,7.9213813
GHA,1995,4.2355664
MRT,2005,4.6206519
GAB,2005,17.888117
DZA,1991,10.174315
RWA,2017,5.4914389
SOM,2009,8.3752736
ZAF,2019,13.982616
BFA,1995,1.1779908
KEN,2015,4.3589197
SWZ,2017,11.554977
TZA,1998,4.5712106
BFA,1997,1.4182154
MWI,2020,2.717093
STP,2010,6.2482089
SDN,2009,14.912605
CPV,1997,2.8605144
COM,2017,6.0158815
COM,2017,20.362921
GHA,2004,7.7612698
CAF,1990,1.0896618
SYC,1990,21.282519
MDG,2008,1.899495
TUN,1999,8.348839
SLE,2016,2.4164049
GHA,1992,3.3949178
CAF,2005,4.1584037
KEN,2021,5.7424262
MDG,1996,0.88608023
RWA,1991,0.24934357
LSO,2021,20.382537
SYC,2019,27.877891
KEN,1997,1.8214134
SOM,2011,9.1521926
MRT,1991,1.6150299
CMR,1997,5.4100029
SOM,2017,11.828548
ZWE,1995,6.0490582
CMR,1997,7.3016524
SDN,1998,6.064944
CIV,2019,14.09889
ZMB,1992,2.3953168
SDN,2006,13.366278
SOM,1995,4.008555
CIV,2009,10.125306
KEN,2020,17.152685
DZA,2021,31.7296
NGA,2010,8.1288926
CMR,2000,9.1503024
SWZ,2020,13.500662
MDG,2015,2.812868
SWZ,2017,26.355267
GNQ,2002,16.770917
KEN,2016,14.542124
COD,2004,2.111841
SYC,2017,27.012572
GIN,2019,8.2052812
GHA,1994,6.2704146
MDG,1995,0.83706221
SLE,2007,2.2730172
CAF,1992,1.7389718
DZA,2008,16.910124
DZA,2016,12.858821
MRT,2002,16.632512
GAB,2011,15.105499
MWI,2019,10.081463
ZMB,2010,9.3129762
RWA,1992,0.26261709
KEN,2011,3.7388522
SEN,2020,3.5068288
MRT,2014,26.966017
ERI,2021,2.6011949
CAF,2012,7.9733759
ETH,2005,0.93478309
MRT,2014,17.287061
MDG,1997,0.9177329
BWA,1999,9.5253229
MWI,2020,6.9402412
LBR,2010,6.0959194
ZWE,1997,6.3118175
DZA,2009,25.003231
COD,1990,1.2499074
COG,2022,12.758382
TUN,1996,21.289416
ZWE,2003,12.19754
ETH,2019,0.84962239
TCD,2010,4.1880984
MAR,2018,19.736782
GIN,2008,3.2525457
SEN,2021,9.8800682
TGO,2018,9.4565094
RWA,2006,1.6009361
ZAF,2015,29.17468
MUS,1992,9.290608
SSD,1997,1.3211052
CPV,1993,5.6517635
GIN,2005,5.1423404
BDI,2003,1.6299734
DZA,2002,14.306845
COD,1997,2.4062106
AGO,2008,7.5588331
STP,1999,8.9482412
LBY,2017,25.129953
BWA,2004,18.163007
RWA,1991,0.58594551
SOM,2003,10.090032
MLI,2007,6.8016611
BDI,2020,5.3639606
TUN,2004,10.693636
