iso3,year,mal_inc
GMB,2007,254.1521475
MLI,2006,395.0790964
ERI,2019,61.84259338
GNQ,2004,346.232315
MOZ,2000,473.6679998
KEN,2015,81.79663555
SLE,2017,350.548609
MLI,2018,377.1709055
DZA,2000,0.018729748
SEN,2003,168.085572
BWA,2013,0.510840745
COM,2007,57.75084856
CPV,2006,0.627013301
MRT,2011,46.38845773
GNB,2024,110.127776
MLI,2008,369.172643
EGY,2001,0.0
MOZ,2005,442.2485402
CPV,2015,0.052543874
ZWE,2018,53.61458214
NER,2008,351.7614407
TGO,2021,279.5067973
ETH,2015,130.0601358
TGO,2001,441.7516109
MLI,2022,346.2195843
MWI,2015,260.8760238
BDI,2019,345.2803742
CIV,2007,391.5072534
SWZ,2012,1.299728932
GNQ,2014,333.9969868
BEN,2005,510.1660392
MWI,2010,389.8138079
GIN,2004,425.3566118
SOM,2010,41.11531823
MWI,2005,373.6485527
MAR,2016,0.0
TZA,2014,146.359004
MRT,2020,64.10621784
ETH,2006,138.0126193
SWZ,2004,1.910251461
MLI,2000,394.9769625
COM,2016,1.977779306
BWA,2024,0.200423102
DJI,2005,3.071632764
GMB,2022,95.51824978
GNQ,2000,334.3011806
CMR,2012,261.1390195
GNQ,2011,290.8268812
DZA,2018,0.0
LBR,2000,397.0757989
CIV,2001,502.2425708
SEN,2019,41.10709029
SSD,2001,344.9102949
BEN,2009,448.5608643
COG,2006,286.8445871
BFA,2007,519.2678256
CMR,2014,272.5068975
COG,2015,210.6150369
EGY,2008,0.0
COD,2022,327.9426594
NAM,2002,46.92486955
BDI,2008,288.7748443
NGA,2008,402.0148632
MAR,2022,0.0
NER,2024,305.143644
SOM,2004,120.7243694
GAB,2019,190.7161646
SEN,2012,53.04235891
CAF,2001,438.5066209
TCD,2006,242.1988353
COM,2019,22.374132
SWZ,2024,0.554613638
MDG,2021,166.3284226
CIV,2000,490.516924
DJI,2002,3.07232793
KEN,2017,76.8492024
GNB,2009,106.3426663
SDN,2016,50.433942
RWA,2010,104.653206
NGA,2001,394.491681
NAM,2000,53.56998125
CPV,2021,0.0
EGY,2006,0.0
NER,2020,330.7829924
ERI,2021,27.74117115
BDI,2005,284.4830552
ZAF,2003,2.775032093
LBR,2022,181.7909089
MOZ,2015,353.6724564
ZMB,2017,220.1043969
ETH,2007,116.3670543
ERI,2018,31.2319122
MWI,2011,395.2465971
DJI,2006,3.072828529
KEN,2010,80.27255074
LBR,2012,266.1217829
COD,2024,321.8929684
BDI,2000,427.481375
NAM,2004,68.43409165
TZA,2001,318.4528321
ZAF,2005,1.566982279
ETH,2020,52.28211767
BDI,2018,350.8209405
ZWE,2009,73.81939894
ERI,2011,25.57224732
ERI,2024,102.4243955
COG,2017,235.8956093
UGA,2007,417.9052811
COM,2001,65.0707211
STP,2010,17.3045401
ZAF,2004,2.734968695
STP,2014,8.914096368
COD,2013,310.4858404
GMB,2023,87.50650983
NAM,2017,44.80569541
ZMB,2021,240.9800401
BEN,2020,377.0054542
RWA,2016,410.0814628
CIV,2018,280.2152564
BDI,2009,281.5607906
NER,2002,327.8655589
RWA,2008,69.73095799
ZWE,2007,167.623628
CAF,2019,383.2927883
SDN,2008,37.180668
BWA,2011,0.496104272
SSD,2019,285.9328602
NAM,2010,1.546580743
GMB,2001,301.4593204
SSD,2002,339.6918145
TCD,2013,208.0210694
TCD,2002,243.1752468
CPV,2020,0.0
SWZ,2003,1.145053503
MDG,2014,49.79904983
ZWE,2022,28.90136636
MLI,2014,429.5430268
COG,2000,349.6005674
GIN,2001,414.386133
CPV,2007,0.139525149
DJI,2001,3.072151474
GAB,2007,121.2045466
MDG,2002,51.1976897
COM,2003,62.55561191
MRT,2012,24.33632842
EGY,2013,0.0
ETH,2014,144.069847
MWI,2016,260.9226051
SEN,2004,129.1973617
ETH,2001,210.895939
GNQ,2017,291.2323708
AGO,2005,313.8731419
CAF,2002,447.8468587
DJI,2020,88.72444806
DJI,2017,18.72207017
BWA,2003,1.583314717
NAM,2014,14.04706366
NER,2021,304.176622
GNQ,2024,227.7301751
DJI,2013,2.280177486
GHA,2019,215.2688454
MRT,2013,27.1125812
ETH,2002,193.5459594
MWI,2009,377.5624509
GAB,2022,188.6839725
UGA,2000,482.7711493
MAR,2013,0.0
CMR,2023,259.0790925
DJI,2008,3.072543086
SEN,2017,52.06403541
TGO,2014,368.9771092
NGA,2012,316.2204182
TGO,2002,450.6022512
GIN,2009,393.802791
COD,2000,458.2441823
NAM,2003,44.39199835
CMR,2006,425.9482658
SWZ,2010,0.861010981
DZA,2006,0.000506318
BFA,2008,549.647587
GNB,2005,93.26389618
ZMB,2013,228.0255656
ZAF,2021,0.483231603
BWA,2016,0.665491819
RWA,2006,150.0607684
SSD,2012,278.3962611
MAR,2012,0.0
GNB,2014,105.7272265
NER,2022,305.1436384
SSD,2023,264.9337207
AGO,2003,319.2875031
BFA,2021,378.5779953
CMR,2024,260.4594815
CPV,2003,0.552490677
COD,2007,448.3178588
GAB,2001,353.687572
MRT,2015,73.54566034
CAF,2024,343.843732
EGY,2011,0.0
TZA,2008,174.5592652
MWI,2013,306.1345523
GHA,2024,195.7696618
EGY,2007,0.0
NAM,2008,7.443148598
RWA,2021,118.7353148
ZAF,2020,0.736926125
BEN,2022,376.601112
COM,2014,3.096266771
ERI,2014,35.43874137
ZAF,2017,4.056725096
GHA,2002,392.0963803
SEN,2016,45.5038804
TGO,2013,369.590891
BDI,2020,345.1356563
COG,2014,213.0581927
RWA,2002,156.9898502
SDN,2003,60.42416662
SOM,2024,53.27749777
STP,2019,11.46715903
UGA,2016,281.0223533
EGY,2021,0.0
ZWE,2023,49.39604595
STP,2003,277.3219603
NGA,2017,288.9798255
CPV,2004,0.361051382
TZA,2000,334.6066207
STP,2000,222.0208585
EGY,2003,0.0
ZMB,2010,169.9224537
SOM,2023,54.37496238
CPV,2009,0.493935986
NAM,2023,8.238249355
RWA,2019,385.3459071
NAM,2019,2.711721004
LBR,2008,357.0604367
GHA,2003,365.9793381
MAR,2008,0.0
UGA,2014,292.1084447
ZWE,2024,11.36272542
NGA,2014,287.7049251
EGY,2009,0.0
CIV,2015,242.1159469
ZWE,2015,94.11756094
BDI,2010,259.3396814
CPV,2012,0.007512696
NGA,2018,291.073537
GNB,2008,87.50085682
SOM,2005,131.65727
TZA,2013,131.7988925
KEN,2022,82.09391795
AGO,2014,163.8586153
MDG,2016,63.37210888
MAR,2015,0.0
SSD,2016,265.7058078
ETH,2024,138.4950248
BWA,2006,3.864766175
CIV,2014,243.2454812
TGO,2003,466.2088634
ZWE,2002,102.5884878
MAR,2000,0.000105547
AGO,2000,326.5394321
MDG,2013,63.67437614
DZA,2023,0.0
CIV,2022,280.8684138
TCD,2000,272.1289102
KEN,2001,243.2262453
BWA,2018,0.530740991
GNQ,2015,333.8154772
NER,2001,350.7139336
ZMB,2016,229.0813586
ERI,2012,17.28126683
CPV,2024,0.139226778
NAM,2009,3.679959926
DZA,2007,0.012946363
GIN,2022,285.6958989
STP,2022,17.5426968
RWA,2023,53.64373899
CAF,2012,434.7887851
ZWE,2013,78.2694755
GIN,2007,384.4904101
SLE,2021,305.8165182
UGA,2002,501.6191286
SLE,2004,405.3917347
GNB,2015,89.59470594
STP,2001,287.5217763
RWA,2015,308.0374762
ZAF,2000,3.859650536
CMR,2011,266.5984688
MAR,2007,0.0
GNQ,2021,239.5754799
NGA,2015,283.812818
ERI,2001,23.55500117
RWA,2011,36.94163641
CAF,2005,465.2595942
MRT,2023,42.86421682
MRT,2007,75.79971801
UGA,2017,276.5116787
BFA,2018,356.2296901
SWZ,2014,1.222643739
DZA,2014,0.0
ZMB,2022,246.10104
UGA,2019,250.8240477
TCD,2008,237.8555199
SSD,2005,305.8574786
COD,2006,464.8020197
ZWE,2010,104.3780603
MWI,2019,280.2880012
BEN,2014,369.1138615
MAR,2014,0.0
SLE,2014,380.2951696
ZWE,2004,102.5885158
MAR,2010,0.0
GMB,2015,202.5053393
COD,2016,310.2763857
ZAF,2024,0.114830867
SDN,2004,54.27527905
COM,2022,24.78458093
MWI,2017,264.4414837
TGO,2023,264.7971586
MWI,2021,280.4884339
GNB,2010,124.5395334
MDG,2006,33.78065349
CMR,2008,391.6347619
ZMB,2004,300.8905824
GMB,2003,285.2515607
SWZ,2006,0.510469566
STP,2018,13.97327142
COD,2014,297.362933
SLE,2012,413.4357999
SWZ,2023,1.73274008
MRT,2018,79.68121244
SLE,2001,425.0596936
GNB,2004,121.2304437
AGO,2022,260.0909908
KEN,2006,125.5252817
ERI,2005,10.40126799
MLI,2009,364.7853746
NER,2014,410.1174189
GAB,2020,193.5747903
COM,2018,19.68143703
COD,2012,335.7967412
SLE,2003,414.2987013
ZMB,2009,166.7844419
MOZ,2016,345.2099754
AGO,2012,153.0532906
SSD,2014,271.0397406
TCD,2014,212.0052629
MWI,2022,285.5038484
SLE,2006,397.648239
STP,2015,10.26506433
TCD,2024,206.1380953
GHA,2004,340.2108385
STP,2006,31.06775015
ZAF,2008,1.525200535
MDG,2009,44.56571988
DZA,2015,0.0
GAB,2000,364.659149
RWA,2018,477.5673375
CMR,2004,438.7336145
TZA,2015,141.8033753
BFA,2014,446.1424833
GHA,2011,375.1405245
SSD,2020,281.6038036
ZAF,2009,1.173820781
NGA,2013,297.8264948
EGY,2024,0.0
DZA,2001,0.00326017
SDN,2001,83.54214029
GNQ,2019,247.3995271
SDN,2013,33.69962744
SSD,2024,254.0781492
ZMB,2011,181.1215632
ZWE,2017,114.7046387
MOZ,2007,388.0202286
SDN,2007,45.08191793
SOM,2019,56.64840888
ZAF,2012,1.231068212
MWI,2007,348.7644648
GMB,2018,81.7458677
NAM,2006,43.12043819
ZWE,2014,97.70572
SEN,2013,57.86767836
SEN,2015,69.27335982
ZAF,2016,0.75498323
SOM,2013,40.42660553
SLE,2011,427.789827
DJI,2019,60.50874279
CAF,2014,420.3927079
BDI,2013,234.9596814
MOZ,2021,312.4499019
BDI,2022,342.3091957
ZWE,2008,67.50863158
BFA,2020,378.1741521
GMB,2012,256.4693548
CPV,2005,0.539126298
TZA,2021,133.3293979
SSD,2015,269.3070963
COD,2021,338.0367627
ERI,2015,20.61473248
SOM,2018,56.16008971
NAM,2020,9.324759436
SOM,2022,54.67293738
CAF,2021,364.2528511
SWZ,2013,2.300906772
MOZ,2017,333.7416332
CIV,2021,283.6400432
GIN,2008,378.7805455
GHA,2000,430.357415
UGA,2013,310.2735934
ZAF,2010,1.53981207
DZA,2019,0.0
NAM,2018,24.54696366
GHA,2012,367.317594
GNQ,2003,332.787647
BWA,2014,1.441645643
TZA,2018,111.4820751
SWZ,2005,0.923455777
COM,2010,55.7971767
RWA,2005,152.0588373
NGA,2005,395.897142
SSD,2022,274.7837187
COD,2004,467.6217957
BEN,2012,365.180444
ZAF,2022,0.327517165
STP,2005,112.2192045
KEN,2016,77.26122108
SWZ,2017,1.356793527
CMR,2003,441.4048838
TZA,2006,225.7173376
STP,2023,10.17018162
SDN,2024,98.2517341
MRT,2004,86.371944
ZWE,2020,94.29687221
MOZ,2020,320.6527106
GHA,2001,411.1750404
LBR,2014,287.6955971
SEN,2010,60.3964477
EGY,2017,0.0
BEN,2004,495.5529376
NAM,2022,7.378135206
COM,2006,58.91000127
ZMB,2002,369.9612949
GAB,2006,131.7895139
TGO,2012,336.2069791
CPV,2002,0.625869836
SDN,2023,97.57329677
UGA,2001,508.4273514
SLE,2000,424.5773419
COG,2021,232.0199491
CMR,2000,394.8475624
BFA,2006,511.160343
SWZ,2020,0.697679989
DZA,2020,0.0
MOZ,2014,361.474302
GHA,2020,219.6265037
ZMB,2019,223.8523842
NAM,2021,9.557697618
ZWE,2012,54.46025519
GAB,2010,177.8770483
BFA,2012,533.3901652
ZMB,2023,252.0788372
GAB,2008,124.4145784
MLI,2020,349.3872937
AGO,2019,243.1031771
KEN,2002,227.5544802
CIV,2023,269.2543208
COM,2017,5.148882801
CIV,2009,426.164242
SEN,2024,36.78065012
SOM,2017,54.91012748
MOZ,2019,323.9677718
TCD,2020,208.7426512
CIV,2019,292.7641743
MLI,2021,345.9227287
KEN,2020,84.99876851
RWA,2009,153.7369522
SEN,2021,41.85352816
MAR,2006,0.0
AGO,2024,258.8999127
LBR,2002,415.531826
GIN,2024,286.0836671
CAF,2000,438.1199432
AGO,2010,170.3617864
CMR,2010,295.6715724
CMR,2001,426.2919927
GHA,2013,344.3307489
TZA,2010,145.5640581
GMB,2000,309.7216381
BFA,2023,353.4888665
STP,2009,34.75904258
UGA,2020,255.6631833
COD,2001,457.5992747
ETH,2019,33.61048632
NER,2003,298.9205894
LBR,2019,300.7992117
MAR,2018,0.0
KEN,2018,74.1496418
CMR,2002,437.1739656
EGY,2019,0.0
CAF,2016,395.974638
STP,2002,337.4177067
UGA,2012,349.7942202
ERI,2006,6.080261823
SOM,2000,133.1487967
SWZ,2011,1.2108897
SSD,2018,276.3027121
GNB,2016,74.16426614
GNB,2017,70.21417943
CPV,2018,0.014982732
NER,2010,410.0521523
MAR,2011,0.0
TCD,2022,209.093854
KEN,2011,82.58194793
GMB,2019,44.76271184
COG,2023,219.4629206
BEN,2024,354.253113
MOZ,2008,369.6138546
ERI,2017,36.79848601
GNB,2011,129.3060776
TGO,2007,447.2647287
SSD,2000,344.5878639
CAF,2018,385.2609437
GHA,2010,366.4042865
BDI,2014,250.8557346
GMB,2005,269.356349
COG,2013,218.1901172
KEN,2004,184.4205943
CPV,2017,3.172055912
TZA,2003,278.6530601
TGO,2015,372.3465213
NGA,2020,304.3687915
COD,2018,337.4244232
COG,2011,215.6782055
BFA,2004,559.009411
MDG,2008,29.89838385
SWZ,2021,1.494763887
DZA,2002,0.005361804
RWA,2022,85.57229747
BDI,2021,349.9654968
MOZ,2024,295.0966751
TZA,2011,132.9716744
CPV,2000,1.22176783
SLE,2024,282.6656771
CIV,2011,461.5794301
DJI,2016,17.7625052
MOZ,2010,377.9403967
BEN,2007,496.751999
COG,2016,215.7471006
GHA,2006,311.3405138
NER,2011,424.0201445
MDG,2010,44.52075296
ZAF,2001,5.572374009
BFA,2009,568.5942101
MLI,2003,412.3561212
NGA,2024,294.2517937
BDI,2016,321.3045726
GIN,2010,415.7379999
TCD,2017,217.0853296
SOM,2006,118.9933835
MAR,2024,0.0
MDG,2012,70.78624992
LBR,2023,179.3212163
ERI,2022,40.89284861
TCD,2001,276.6169047
SSD,2021,276.8211762
ERI,2007,13.69484497
SDN,2012,32.33036983
GNQ,2005,357.6354253
EGY,2020,0.0
UGA,2010,405.9743691
ERI,2008,7.373788626
SOM,2011,33.62164675
COM,2008,56.61147898
COG,2024,221.0209411
NGA,2022,298.9976008
STP,2008,36.00835477
MWI,2008,359.3578383
RWA,2020,213.1164655
EGY,2010,0.0
BWA,2000,17.22551887
GIN,2011,428.7812206
DJI,2004,3.071703205
COM,2024,62.78703204
SEN,2005,132.258173
MWI,2002,439.5542589
ZMB,2006,225.9331403
GIN,2013,413.7324467
NER,2023,305.1436384
SLE,2009,445.0370778
LBR,2018,331.5848037
MDG,2019,71.72675373
SSD,2010,275.6155299
ERI,2010,28.34150373
EGY,2005,0.0
BWA,2023,0.471310279
NGA,2009,389.9603704
LBR,2009,342.4176401
BEN,2008,473.5126076
BEN,2001,434.2657055
GIN,2014,396.6860584
MRT,2021,26.24652736
ETH,2021,45.55933568
COM,2012,73.11895474
MRT,2016,94.53058931
UGA,2009,422.7998524
CAF,2011,443.0376114
COG,2020,240.8405313
CMR,2009,351.1498107
DZA,2010,0.000470434
ZWE,2016,66.16057787
BEN,2003,473.3026499
GNQ,2018,268.0760346
SOM,2002,133.3746175
GHA,2021,212.4652104
GHA,2022,210.786297
UGA,2006,425.6222728
SEN,2006,121.5337892
DJI,2014,12.55257947
CMR,2019,243.4369903
AGO,2017,215.3145581
GIN,2018,350.284153
NER,2000,359.2388287
MLI,2004,417.889341
GNQ,2008,332.6261145
GHA,2005,323.7259659
MWI,2004,376.5224402
ZAF,2019,0.809057144
COG,2001,349.0573216
TGO,2024,249.252173
KEN,2003,220.1384438
MOZ,2012,375.2321795
KEN,2019,71.67133565
UGA,2008,417.7022309
RWA,2001,171.3430546
COD,2009,405.2270097
ZAF,2015,0.874240373
ZWE,2006,102.5885008
SEN,2022,38.09999862
BWA,2021,0.67332158
GMB,2021,62.48347735
DZA,2004,0.001043523
KEN,2021,88.68703596
SLE,2002,425.579018
RWA,2000,180.4321439
ZAF,2018,1.631378704
CAF,2017,387.4411444
SWZ,2008,0.188639357
SSD,2008,268.0990745
TZA,2004,264.9470208
GNB,2002,251.2179023
MOZ,2022,304.5014421
SDN,2010,32.38993269
MRT,2022,57.54714717
MRT,2010,36.27552519
MLI,2015,381.7113885
COD,2008,429.8277221
KEN,2024,74.1683085
DJI,2007,3.072465978
SWZ,2007,0.275051818
GMB,2009,239.7396205
UGA,2003,479.3627641
ETH,2018,36.4607078
TCD,2016,214.2996233
DZA,2022,0.0
BWA,2017,1.955008195
AGO,2011,157.062634
EGY,2018,0.0
MWI,2014,275.0492764
COM,2020,5.667177369
NGA,2019,292.9999532
ZMB,2001,379.231946
STP,2021,12.24989976
LBR,2016,348.7015751
GHA,2017,226.1852816
NAM,2016,16.55471625
MWI,2001,464.4756371
COG,2009,214.4468667
NER,2005,310.4929264
KEN,2005,138.9185038
MOZ,2002,494.6525903
BWA,2001,6.785648217
TCD,2021,206.6533232
KEN,2013,85.4403037
SSD,2017,277.3002801
GIN,2002,418.9660788
GIN,2020,304.9429508
COM,2011,37.20646173
KEN,2012,84.2251522
COD,2019,339.7696948
DJI,2021,70.06761056
GIN,2019,321.2020764
AGO,2015,174.4717751
NGA,2004,390.1169701
GAB,2005,158.0381211
GMB,2014,140.3174272
ERI,2023,63.38799483
MOZ,2023,303.5024659
ZMB,2005,262.5238089
ETH,2013,184.0959032
GNB,2013,120.8845896
SOM,2014,46.6133228
BFA,2005,528.5194511
STP,2004,294.7655433
RWA,2014,202.3026977
GNB,2021,98.71184807
NAM,2007,12.89613503
GIN,2006,404.9935548
MDG,2022,117.0771285
CIV,2004,500.357285
ZMB,2015,237.7809668
GNB,2000,396.463223
CAF,2020,376.0841264
ETH,2005,149.4778211
MOZ,2009,371.4678946
GIN,2005,420.2376765
BEN,2021,378.2004988
GIN,2000,415.7749752
SLE,2018,340.6108335
MAR,2023,0.0
GNQ,2016,315.2137734
UGA,2024,264.2318243
GMB,2008,246.85783
BFA,2001,597.5415537
MOZ,2003,483.8517518
UGA,2023,267.5743421
ERI,2009,9.576558623
BFA,2015,417.9542768
MAR,2020,0.0
MRT,2009,32.97723088
MAR,2021,0.0
SOM,2021,55.35059602
DZA,2009,0.0
BFA,2024,353.4888665
COG,2002,327.0412472
NER,2009,377.446166
KEN,2007,94.83510102
DJI,2012,3.071800403
SDN,2009,34.30455489
MLI,2019,325.7605808
ETH,2022,59.88726611
STP,2024,30.08881869
EGY,2012,0.0
TCD,2007,236.1432827
TGO,2019,289.9780552
SWZ,2022,0.627021705
COM,2023,24.75225985
GAB,2002,323.31253
LBR,2007,372.6780427
CAF,2004,461.2717055
MRT,2008,65.48082034
