iso3,year,diabetes
ETH,2004,4.4
MDG,1998,3.7
GNB,1982,2.9
MOZ,2014,6.6
CAF,2009,6.8
CAF,1992,3.9
STP,2008,7.9
ZAF,2003,7.7
RWA,2006,3.8
LSO,2002,8.0
AGO,1986,3.2
LBR,2012,7.5
SEN,1995,5.3
NGA,1990,3.8
COM,1990,4.2
MUS,1988,9.9
DZA,1997,8.2
SWZ,2004,9.3
TUN,1986,6.9
CIV,1996,5.1
NGA,1996,4.5
ETH,1992,3.3
SEN,2008,6.8
SWZ,1996,7.8
COD,1987,3.0
KEN,1985,3.0
MLI,2009,7.3
SLE,2008,5.9
COM,2014,7.9
SOM,2001,5.0
DZA,1984,5.7
BWA,2008,7.6
TZA,2008,5.5
GHA,2012,6.3
TGO,2011,6.5
AGO,1993,4.2
DJI,2002,7.3
MRT,1984,3.8
MOZ,1994,3.9
UGA,1987,1.7
TUN,1990,6.2
KEN,2007,4.9
TCD,1994,3.8
COD,2006,4.9
CIV,1992,4.1
NGA,1994,4.3
ETH,2014,5.4
NGA,2005,5.2
CPV,1997,5.7
AGO,2013,7.9
GAB,2005,8.5
TUN,2006,9.9
LBR,1995,4.7
SYC,2010,9.8
BEN,1986,3.2
CMR,1997,4.6
MWI,2013,6.4
TUN,2013,11.8
LSO,2007,7.6
GMB,2014,8.7
GHA,1995,4.4
BFA,1997,4.3
BDI,2014,4.2
SEN,1988,4.4
GNQ,2001,6.1
SEN,1986,4.3
GIN,1989,3.2
KEN,2014,6.0
CPV,1982,3.3
STP,1986,4.6
STP,1997,6.3
SWZ,1999,6.9
ZWE,2010,6.7
BWA,1984,2.5
MDG,2007,4.3
MDG,1991,3.3
GHA,1993,4.3
ETH,2002,4.4
EGY,2012,16.9
GHA,2014,6.5
NER,2002,4.2
COG,2005,6.3
DZA,2000,8.9
ZWE,1980,4.1
SOM,1998,5.3
ZAF,1992,7.3
GNB,2000,5.0
SDN,1980,
MOZ,1996,4.2
CMR,1990,3.8
EGY,2013,17.4
BWA,1999,6.5
GMB,1986,3.7
SDN,2003,
COD,2000,4.2
BWA,2012,8.2
AGO,2009,7.1
SOM,2012,7.2
ZWE,1980,5.1
NGA,2010,5.8
ZWE,2008,6.0
COD,2008,5.2
SEN,1998,5.6
MRT,2013,8.8
SSD,1988,
UGA,1996,2.3
EGY,2002,11.4
GNB,2003,5.7
CMR,2014,6.5
ZWE,1997,4.8
COG,1983,3.7
UGA,2009,3.6
GNQ,2002,6.2
ZAF,2008,8.7
SSD,2001,
GHA,1985,3.4
DZA,2010,11.4
SLE,2012,6.3
MDG,2003,5.0
BFA,2009,6.5
SOM,1983,3.4
GHA,2005,5.7
LBR,2009,6.4
MOZ,1993,3.8
TZA,2005,5.1
SWZ,2008,8.5
MAR,1996,8.2
ZMB,1983,4.2
TGO,1985,3.5
ERI,2012,5.7
SLE,2001,5.2
COG,2011,7.2
BWA,2013,8.4
GNB,2005,6.0
ZWE,2011,7.3
GMB,1984,3.6
ZMB,2012,6.2
MWI,2007,5.5
DZA,2009,11.0
MUS,2000,11.1
GIN,2005,5.4
AGO,1987,3.4
CPV,1999,5.9
RWA,2003,3.1
GNQ,2009,8.2
SEN,1985,4.2
BDI,1980,1.0
BDI,2008,3.5
GAB,2013,9.8
MAR,2008,11.6
UGA,1980,2.1
CPV,2014,9.1
BDI,2001,2.9
BEN,2000,5.7
SDN,2011,
SSD,2006,
MWI,1980,2.7
MRT,1991,5.8
TUN,1982,5.6
COD,2014,6.2
LSO,1989,5.7
MRT,2001,7.5
ZAF,1997,8.1
CAF,2000,4.9
DJI,2013,8.6
ETH,1996,3.5
SWZ,1993,5.9
LSO,1999,6.2
LSO,1981,3.8
AGO,2014,7.8
ZAF,1984,7.9
EGY,2000,13.3
NGA,2012,6.1
MAR,2003,10.0
BWA,1988,3.1
COG,1999,5.6
SWZ,2003,5.9
MWI,2006,5.2
ZWE,1991,5.8
COD,1982,2.5
NER,2009,4.8
STP,2006,7.7
TZA,1980,2.5
NGA,1993,3.9
CPV,2001,6.5
GAB,2011,9.4
COG,1996,5.4
GNB,1996,4.4
SOM,1988,3.9
BWA,2006,7.3
SYC,1995,7.1
ZAF,1986,5.2
MDG,1985,2.8
MRT,1983,3.7
GHA,1990,3.9
CPV,1983,3.5
UGA,1983,1.9
SDN,2012,
GHA,2009,6.1
GNQ,1994,4.3
STP,2003,7.5
SEN,1990,4.7
KEN,2001,4.2
STP,1987,4.8
DJI,1996,7.4
ZMB,1990,4.1
EGY,1994,11.2
ZMB,1982,3.4
MOZ,2009,5.7
SYC,2000,8.0
TCD,1991,3.8
ZWE,1982,5.2
TUN,1988,5.8
MDG,2005,4.7
CAF,1980,2.9
COG,1984,3.9
MOZ,1989,3.3
TUN,1981,5.5
GIN,1984,2.7
SYC,2011,9.9
GNQ,2008,7.9
AGO,1989,3.7
TCD,2004,5.3
CPV,1998,6.2
CAF,1998,4.6
NER,1985,2.6
MAR,1990,7.0
CMR,1998,4.8
EGY,1993,9.1
SSD,1983,
BDI,1982,1.4
MAR,2010,12.3
COG,1986,4.1
GIN,2013,6.6
NER,1980,2.5
SDN,1993,
STP,1988,5.3
MAR,1983,5.8
MAR,1985,6.1
TGO,1984,3.1
MDG,2004,4.1
GIN,2014,6.1
SYC,1990,7.5
TGO,1990,4.0
CPV,2006,7.1
MDG,2010,5.2
NAM,2001,5.5
AGO,1985,3.2
MOZ,2006,5.4
GMB,1993,4.8
KEN,1997,4.0
NGA,2004,5.1
NGA,2004,5.1
COD,1984,2.8
DZA,2014,12.3
MOZ,1987,3.2
MLI,1986,3.0
ZMB,2007,5.8
DJI,2012,8.1
MDG,2009,5.1
GNB,2005,5.9
SDN,1987,
MLI,2012,7.0
GNQ,2012,9.0
MRT,2003,7.4
MWI,1982,2.8
NGA,1992,3.8
GAB,2014,10.0
MWI,2000,4.5
ETH,2005,4.7
DJI,2014,8.1
GAB,2001,7.7
GNB,1984,3.0
SSD,1987,
SEN,1995,5.3
TZA,2009,5.6
LBY,1990,9.7
GNQ,1999,5.4
MOZ,2001,4.9
STP,2013,8.0
ETH,1991,3.1
MWI,2011,5.8
MUS,1981,7.2
ETH,1995,3.6
CMR,2008,6.0
RWA,2013,4.3
NAM,1985,4.1
ZWE,1989,5.6
ZAF,1981,4.8
EGY,1983,8.6
COM,1990,4.2
DZA,2011,11.9
SLE,2011,6.6
SDN,1981,
AGO,2009,7.4
MUS,2011,12.5
CIV,1998,5.3
CIV,1993,4.2
ZAF,2006,11.0
STP,2009,7.6
EGY,1986,8.4
GHA,2008,5.9
CAF,2010,6.7
MUS,2009,12.2
KEN,2010,5.3
TZA,1983,2.5
KEN,2014,6.2
SLE,2000,5.1
COG,2006,6.4
GNQ,2006,7.4
ERI,1984,2.5
BWA,1989,5.4
ZAF,1983,7.8
CIV,2009,6.7
BWA,1986,4.7
MUS,1997,11.3
CAF,2005,5.8
GAB,1996,6.7
RWA,1997,2.9
SLE,2007,5.7
CPV,2011,7.7
MUS,1993,10.3
CAF,1989,3.6
AGO,1989,3.7
CAF,2009,6.6
MRT,1996,6.3
MDG,1992,3.5
SOM,1997,4.9
NAM,1998,5.1
MLI,1996,4.3
CAF,2012,7.4
SLE,1992,4.3
AGO,2012,7.4
STP,2012,7.9
KEN,1980,2.4
GIN,1990,3.3
ERI,1996,3.8
NER,2005,4.4
TCD,1985,2.9
DJI,1987,6.4
BWA,1991,5.9
ZAF,2005,10.8
ETH,1983,2.5
NER,1980,2.5
LBR,1985,4.0
STP,2005,7.7
SLE,1984,3.7
COM,1982,3.4
GAB,2009,9.1
GNB,2007,5.9
LSO,2007,5.9
SLE,1997,4.8
BDI,1982,1.6
GNB,1982,2.8
GHA,1997,4.7
ZWE,1994,5.3
COG,1993,5.0
BEN,1989,3.8
MOZ,2000,4.9
GAB,1987,5.0
TGO,1981,3.0
MUS,1981,9.0
GMB,2007,7.2
BFA,1986,2.6
LBY,1988,8.8
ETH,1985,2.6
LBR,2001,5.0
CMR,2003,5.4
SOM,2008,5.6
ETH,1981,2.2
CAF,2014,7.8
RWA,2001,3.3
AGO,1994,4.4
MAR,1999,8.7
NGA,1991,3.7
ZAF,1985,5.1
RWA,2003,3.6
ETH,2012,4.8
MOZ,1996,4.3
GNQ,1990,3.8
CPV,2005,6.9
ZAF,1995,6.3
GNQ,2000,5.5
NGA,1987,3.3
NER,2011,5.3
NAM,2003,5.9
MRT,2011,9.0
CIV,1984,3.6
NGA,2008,5.5
CIV,2007,6.0
MUS,1994,10.0
MWI,2013,6.1
CIV,2008,6.5
MWI,1992,3.6
LSO,1986,5.3
MAR,1993,7.5
MOZ,1984,2.9
BDI,2011,3.8
COD,2002,4.4
ZAF,1998,8.3
MLI,2004,6.2
AGO,2006,6.3
MDG,1992,3.7
STP,2000,6.6
EGY,2010,16.0
LBR,1993,5.7
GIN,2000,4.6
SWZ,1996,4.7
GNQ,2007,7.7
LBY,2013,16.3
DJI,1995,7.0
ZAF,1991,5.8
ETH,1982,2.5
ZWE,1992,4.1
MDG,1981,2.6
RWA,1995,2.1
TCD,1994,4.2
GNQ,2011,8.5
COD,1985,2.8
EGY,1989,9.9
UGA,1980,1.4
LSO,2005,5.5
CPV,2004,6.8
GAB,2008,9.1
ZAF,1990,5.6
STP,1999,7.2
LBR,2013,7.3
COD,1984,2.7
STP,1988,5.1
MLI,1981,3.1
NER,2011,5.0
SDN,1984,
GMB,2001,6.1
MRT,1993,5.8
COM,2003,6.0
MUS,2012,12.8
LBR,1994,5.2
TGO,1982,3.1
GMB,2001,6.3
EGY,1985,9.0
DJI,1987,6.1
SOM,1998,5.0
SOM,1992,4.4
CPV,2010,8.7
SDN,1986,
GAB,1989,5.2
GAB,1995,6.4
KEN,2000,4.5
COM,2014,8.0
ZWE,2005,7.0
BDI,1997,2.4
SOM,2000,5.2
BDI,1984,1.2
MWI,2012,6.3
MDG,1984,2.8
CMR,2005,5.7
AGO,1992,4.1
SWZ,1990,5.5
LBR,1994,4.7
BDI,2012,3.9
LBR,1991,5.2
SYC,1997,7.9
MWI,2014,6.0
SEN,1992,4.9
COD,2004,4.6
BFA,1982,2.4
KEN,2003,4.6
NGA,1987,3.7
NAM,1986,3.0
TUN,1993,7.5
AGO,1983,3.1
LBY,2014,15.9
BWA,2013,9.3
CPV,2008,7.4
GNQ,2012,8.8
LBY,1980,7.5
ERI,1989,2.8
KEN,2010,5.6
DJI,2010,8.6
SWZ,1980,5.1
MAR,2011,12.4
LBY,2007,14.4
SWZ,1998,6.7
UGA,1990,2.5
SEN,1984,4.3
SDN,1998,
SDN,2012,
CAF,2007,6.4
SWZ,1983,4.4
KEN,1981,2.5
GAB,2009,9.3
SEN,2000,5.8
MRT,2005,8.1
TCD,1995,3.9
ZWE,2013,6.4
ERI,1991,3.0
AGO,2004,6.1
EGY,1996,11.8
MUS,2012,12.7
MLI,1980,3.0
NER,2009,5.1
RWA,2010,3.8
MAR,1989,6.8
CAF,1984,3.1
RWA,1998,3.0
SSD,1980,
SEN,2003,6.2
NAM,2008,6.4
SSD,2010,
MAR,1986,6.3
TCD,2014,6.2
MOZ,2014,6.4
NAM,1981,2.6
ZAF,2005,8.1
SEN,1997,5.5
MRT,1984,4.5
TZA,1996,4.1
TZA,1988,3.3
GNQ,1990,3.5
MOZ,1986,2.8
GMB,2008,7.4
SYC,1994,8.0
DJI,2000,8.1
GNB,1998,4.8
TUN,2004,10.5
SEN,1987,4.5
ZAF,1999,8.5
TZA,1981,2.4
SLE,1996,4.7
COG,1996,5.3
CPV,1996,5.3
GNB,2007,6.4
GAB,1989,5.3
MRT,1999,7.2
MRT,1982,3.6
BDI,2012,3.9
DZA,1984,5.2
TUN,1984,6.6
KEN,1992,3.7
CAF,1982,3.0
TUN,1990,7.7
